證券代碼,西元年份,營業費用,推銷費用,管理費用,研究發展費,營業收入淨額,資產總額,員工人數-母公司,ROA(C)稅前息前折舊前,ROA(A)稅後息前,負債比率,總負債/總淨值,回收利用水量,製程水回收率%,水回收率%,總用水量(含回收水),E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_GRI_廢棄物管理揭露度,E_每百萬營收廢棄物,E_有害廢棄物回收百分比%,G_報廢產品及電子廢棄物再循環百分比%,總重量(有害+非有害)(噸),廢棄物密集度(公噸/單位),有害廢棄物量(公噸),非有害廢棄物量(公噸),一般廢棄物罰鍰次數,事業廢棄物罰鍰次數,廢棄物清除處理機構罰鍰次數,廢棄物裁罰金額,SASB主產業,TSE產業_代碼,TSE產業_名稱,TEJ產業_名稱,TEJ子產業_名稱,SGA_alt,dLNSGA,dLNSGA_alt,dLNREV,DEC,SUCC_DEC,WATER_RATE,WATER_DISC,WASTE_DISC_GRI,WASTE_INTENSITY,WASTE_DISC,WASTE_FINE,WASTE_DENSITY,Waste_FineAmt,WASTE_FINE_INT,WATER_INTENSITY,SIZE,AI,EI,ROA,LEV,dLNSGA_w,dLNSGA_alt_w,dLNREV_w,WATER_RATE_w,水回收率%_w,製程水回收率%_w,WASTE_INTENSITY_w,WASTE_DENSITY_w,WASTE_FINE_w,WASTE_FINE_INT_w,WATER_INTENSITY_w,SIZE_w,AI_w,EI_w,ROA_w,LEV_w,WATER_RATE_w_l1,WATER_RATE_w_l2,製程水回收率%_w_l1,製程水回收率%_w_l2,WATER_DISC_l1,WATER_DISC_l2,WASTE_DISC_GRI_l1,WASTE_DISC_GRI_l2,WASTE_INTENSITY_w_l1,WASTE_INTENSITY_w_l2,WASTE_DISC_l1,WASTE_DISC_l2,WASTE_FINE_w_l1,WASTE_FINE_w_l2,WASTE_FINE_INT_w_l1,WASTE_FINE_INT_w_l2,WATER_INTENSITY_w_l1,WATER_INTENSITY_w_l2
3605,2008,613007.0,215167.0,282193.0,115647.0,4069851.0,4068962.0,244.0,4.24,3.93,40.79,68.89,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,497360.0,,,,,,,0.0,0.0,,,,,,,,15.218898488036311,0.9997815644847932,5.99530547924236e-05,3.93,40.79,,,,,,,,,,,,15.218898488036311,0.9997815644847932,5.99530547924236e-05,3.93,40.79,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3605,2009,654789.0,201575.0,303716.0,149498.0,4538152.0,5246815.0,246.0,5.06,2.51,38.72,63.18,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,505291.0,0.06593669121266821,0.015820390976891474,0.10891349128063865,0.0,,,0.0,0.0,,,,,,,,15.473131783804456,1.1561567351644457,5.420708693759045e-05,2.51,38.72,0.06593669121266821,0.015820390976891474,0.10891349128063865,,,,,,,,,15.473131783804456,1.1561567351644457,5.420708693759045e-05,2.51,38.72,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3605,2010,654675.0,194752.0,308537.0,151386.0,4407987.0,6140096.0,271.0,3.41,1.66,44.34,79.66,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,503289.0,-0.0001741170437501438,-0.0039699431465365365,-0.029101758065435135,1.0,0.0,,0.0,0.0,,,,,,,,15.63035093518025,1.392947846715519,6.147931017037936e-05,1.66,44.34,-0.0001741170437501438,-0.0039699431465365365,-0.029101758065435135,,,,,,,,,15.63035093518025,1.392947846715519,6.147931017037936e-05,1.66,44.34,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3605,2011,811363.0,226668.0,349361.0,235334.0,4638228.0,6715441.0,327.0,2.88,1.47,43.66,77.5,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,576029.0,0.2145766202459125,0.13499344885929787,0.05091427408241955,0.0,0.0,,0.0,0.0,,,,,,,,15.719920059647524,1.447846246454465,7.050106204352179e-05,1.47,43.66,0.2145766202459125,0.13499344885929787,0.05091427408241955,,,,,,,,,15.719920059647524,1.447846246454465,7.050106204352179e-05,1.47,43.66,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3605,2012,914845.0,241187.0,387002.0,286656.0,4441441.0,6317070.0,361.0,2.24,0.35,44.68,80.77,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,628189.0,0.12003910248336602,0.08668306995348019,-0.043353523406509,1.0,0.0,,0.0,0.0,,,,,,,,15.658766051028875,1.4223019060705748,8.127992694262966e-05,0.35,44.68,0.12003910248336602,0.08668306995348019,-0.043353523406509,,,,,,,,,15.658766051028875,1.4223019060705748,8.127992694262966e-05,0.35,44.68,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3605,2013,945580.0,261038.0,366366.0,318176.0,3988188.0,6391005.0,363.0,3.31,1.57,40.84,69.03,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,627404.0,0.0330438438171381,-0.0012504053499498013,-0.1076418809261277,1.0,1.0,,0.0,0.0,,,,,,,,15.670402090982293,1.6024833834312726,9.101877845277104e-05,1.57,40.84,0.0330438438171381,-0.0012504053499498013,-0.1076418809261277,,,,,,,,,15.670402090982293,1.6024833834312726,9.101877845277104e-05,1.57,40.84,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3605,2014,945445.0,257542.0,417847.0,270056.0,4133375.0,6440393.0,354.0,-0.03,0.85,35.83,55.85,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,675389.0,-0.0001427797096589245,0.07369814991962187,0.035757272124490314,0.0,0.0,,0.0,0.0,,,,,,,,15.678100121063316,1.5581438896785316,8.564429794054495e-05,0.85,35.83,-0.0001427797096589245,0.07369814991962187,0.035757272124490314,,,,,,,,,15.678100121063316,1.5581438896785316,8.564429794054495e-05,0.85,35.83,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3605,2015,934466.0,261516.0,413475.0,259475.0,3967901.0,7872697.0,328.0,2.14,0.72,45.45,83.3,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,674991.0,-0.011680472985107215,-0.0005894637235801525,-0.040857025022628335,1.0,0.0,,0.0,0.0,,,,,,,,15.878911255461311,1.9840961253821605,8.266335273989951e-05,0.72,45.45,-0.011680472985107215,-0.0005894637235801525,-0.040857025022628335,,,,,,,,,15.878911255461311,1.9840961253821605,8.266335273989951e-05,0.72,45.45,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3605,2016,1067219.0,312727.0,477544.0,276948.0,5184340.0,7076066.0,360.0,3.08,1.56,40.07,66.87,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,790271.0,0.13283623545990508,0.1576765671613689,0.2674053038044253,0.0,0.0,,0.0,0.0,,0.0,,,,,,15.772228661521876,1.364892348881439,6.943989013066272e-05,1.56,40.07,0.13283623545990508,0.1576765671613689,0.2674053038044253,,,,,,,,,15.772228661521876,1.364892348881439,6.943989013066272e-05,1.56,40.07,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3605,2017,1065828.0,326442.0,438866.0,300520.0,5665958.0,8041448.0,374.0,0.81,-0.09,47.2,89.39,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,765308.0,-0.0013042377380134695,-0.03209755743347742,0.08883344542504013,0.0,0.0,,0.0,0.0,,0.0,,,,,,15.900119724441668,1.419256549377881,6.600825491470287e-05,-0.09,47.2,-0.0013042377380134695,-0.03209755743347742,0.08883344542504013,,,,,,,,,15.900119724441668,1.419256549377881,6.600825491470287e-05,-0.09,47.2,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,
3605,2018,1237562.0,379149.0,513088.0,343712.0,6710893.0,8540808.0,404.0,1.71,0.93,50.04,100.18,,,,3856.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,892237.0,0.14939135333486675,0.153453425178391,0.16925603833234248,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0005745882105406836,15.960366174872307,1.272678315687644,6.02006320172293e-05,0.93,50.04,0.14939135333486675,0.153453425178391,0.16925603833234248,,,,,,,,0.0005745882105406836,15.960366174872307,1.272678315687644,6.02006320172293e-05,0.93,50.04,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
3605,2019,1403917.0,443952.0,613606.0,344851.0,7311836.0,9325544.0,467.0,2.16,0.78,53.53,115.21,,,,3087.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,1057558.0,0.1261228718312406,0.1699859633955345,0.08576237793987751,0.0,0.0,,0.0,0.0,,0.0,,,,,0.00042219218264742263,16.04826785959418,1.2754038794086737,6.38690473911067e-05,0.78,53.53,0.1261228718312406,0.1699859633955345,0.08576237793987751,,,,,,,,0.00042219218264742263,16.04826785959418,1.2754038794086737,6.38690473911067e-05,0.78,53.53,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0005745882105406836,
3605,2020,1487428.0,477702.0,647450.0,364656.0,8062865.0,10295137.0,518.0,1.56,0.5,55.67,125.57,,,,4441.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,1125152.0,0.05778226685778698,0.06195566087082227,0.09777454739871416,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0005507967701307166,16.147182205786276,1.2768584119912711,6.424515355273839e-05,0.5,55.67,0.05778226685778698,0.06195566087082227,0.09777454739871416,,,,,,,,0.0005507967701307166,16.147182205786276,1.2768584119912711,6.424515355273839e-05,0.5,55.67,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.00042219218264742263,0.0005745882105406836
3605,2021,1915218.0,599081.0,841557.0,481414.0,10575862.0,12872602.0,613.0,1.49,0.48,57.02,132.68,,,,5620.0,0.0,0.0,2.0,2.0,,,,23.0285,,2.2285,20.8,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,1440638.0,0.25278300036882406,0.24716793338252252,0.271305282197698,0.0,0.0,,0.0,1.0,,2.0,,,,,0.0005313987644695061,16.370611734739754,1.2171681135778813,5.796217840210094e-05,0.48,57.02,0.25278300036882406,0.24716793338252252,0.271305282197698,,,,,,,,0.0005313987644695061,16.370611734739754,1.2171681135778813,5.796217840210094e-05,0.48,57.02,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0005507967701307166,0.00042219218264742263
3605,2022,2176138.0,686463.0,915292.0,573935.0,10392504.0,12840376.0,683.0,0.75,-1.08,55.96,127.05,,,,4608.0,0.0,0.0,2.0,4.0,,,,22.8595,,2.4595,20.4,0.0,1.0,0.0,,科技與通訊,M2328,電子零組件,電子零組件,連接器,1601755.0,0.12772029182679034,0.10601383209455584,-0.017489457575170064,1.0,0.0,,0.0,1.0,,4.0,1.0,,0.0,0.0,0.0004433965096381007,16.36810513928643,1.2355420791755287,6.572044619852924e-05,-1.08,55.96,0.12772029182679034,0.10601383209455584,-0.017489457575170064,,,,,,1.0,0.0,0.0004433965096381007,16.36810513928643,1.2355420791755287,6.572044619852924e-05,-1.08,55.96,,,,,0.0,0.0,1.0,0.0,,,2.0,0.0,,,,,0.0005313987644695061,0.0005507967701307166
3605,2023,2082533.0,585051.0,876700.0,621268.0,8486228.0,12250889.0,671.0,1.01,-0.56,57.09,133.06,,,,4932.0,0.0,0.0,0.0,0.0,0.0022,,,20.195,0.0065,1.175,19.02,0.0,0.0,0.0,6000.0,科技與通訊,M2328,電子零組件,電子零組件,連接器,1461751.0,-0.04396680482859239,-0.09146487093296862,-0.20264016283610253,1.0,1.0,,0.0,0.0,0.0022,0.0,0.0,0.0065,6000.0,0.48976037575722053,0.0005811769375039181,16.321109063750402,1.4436200630008997,7.906928732058578e-05,-0.56,57.09,-0.04396680482859239,-0.09146487093296862,-0.20264016283610253,,,,0.0022,0.0065,0.0,0.48976037575722053,0.0005811769375039181,16.321109063750402,1.4436200630008997,7.906928732058578e-05,-0.56,57.09,,,,,0.0,0.0,1.0,1.0,,,4.0,2.0,1.0,,0.0,,0.0004433965096381007,0.0005313987644695061
3605,2024,2043322.0,592672.0,860976.0,592518.0,9770897.0,13596367.0,716.0,2.65,1.2,52.47,110.41,,,,24230.0,0.0,0.0,0.0,0.0,0.0024,0.0,74.3,1558.812,0.11,313.06,1245.752,0.0,0.0,0.0,,科技與通訊,M2328,電子零組件,電子零組件,連接器,1453648.0,-0.01900802649987554,-0.005558773166340458,0.1409636593072019,0.0,0.0,,0.0,0.0,0.0024,0.0,0.0,0.11,0.0,0.0,0.0024798132658649455,16.425313182667136,1.3915167665773163,7.32788402129303e-05,1.2,52.47,-0.01900802649987554,-0.005558773166340458,0.1409636593072019,,,,0.0024,0.11,0.0,0.0,0.0024798132658649455,16.425313182667136,1.3915167665773163,7.32788402129303e-05,1.2,52.47,,,,,0.0,0.0,0.0,1.0,0.0022,,0.0,4.0,0.0,1.0,0.48976037575722053,0.0,0.0005811769375039181,0.0004433965096381007
3605,2025,2227085.0,620630.0,973157.0,615275.0,10859557.0,14849417.0,835.0,2.32,1.03,46.57,87.16,,,,,0.0,0.0,0.0,3.0,0.1595,94.31,4.43,3517.71,0.22,514.83,3002.88,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,1593787.0,0.08611664071381497,0.09203668632281392,0.1056372482682768,0.0,0.0,,0.0,0.0,0.1595,3.0,,0.22,,,,16.51347116318306,1.367405410736368,7.689079766329326e-05,1.03,46.57,0.08611664071381497,0.09203668632281392,0.1056372482682768,,,,0.1595,0.22,,,,16.51347116318306,1.367405410736368,7.689079766329326e-05,1.03,46.57,,,,,0.0,0.0,0.0,0.0,0.0024,0.0022,0.0,0.0,0.0,0.0,0.0,0.48976037575722053,0.0024798132658649455,0.0005811769375039181
3605,2026,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,0.1595,94.31,74.355,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,連接器,,,,,,,,0.0,0.0,0.1595,3.0,,,,,,,,,,,,,,,,,0.1595,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1595,0.0024,3.0,0.0,,0.0,,0.0,,0.0024798132658649455
3606,2006,,,,,,231336.0,52.0,15.18,12.21,41.36,70.53,,,,,,,,,,,,,,,,,,,,,M2326,光電業,光電及I/O,安全監控,,,,,,,,0.0,0.0,,,,,,,,12.351626478131914,,,12.21,41.36,,,,,,,,,,,,12.351626478131914,,,12.21,41.36,,,,,,,,,,,,,,,,,,
3606,2007,,,,,,296292.0,78.0,13.41,10.13,30.95,44.82,,,,,,,,,,,,,,,,,,,,,M2326,光電業,光電及I/O,安全監控,,,,,,,,0.0,0.0,,,,,,,,12.599100733534655,,,10.13,30.95,,,,,,,,,,,,12.599100733534655,,,10.13,30.95,,,,,0.0,,0.0,,,,,,,,,,,
3606,2008,,,,,,362386.0,100.0,9.76,7.25,32.39,47.92,,,,,,,,,,,,,,,,,,,,,M2326,光電業,光電及I/O,安全監控,,,,,,,,0.0,0.0,,,,,,,,12.800465221058174,,,7.25,32.39,,,,,,,,,,,,12.800465221058174,,,7.25,32.39,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3606,2009,,,,,,427787.0,107.0,4.07,2.47,40.4,67.77,,,,,,,,,,,,,,,,,,,,,M2326,光電業,光電及I/O,安全監控,,,,,,,,0.0,0.0,,,,,,,,12.966380687136926,,,2.47,40.4,,,,,,,,,,,,12.966380687136926,,,2.47,40.4,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3606,2010,,,,,,339275.0,73.0,-21.37,-20.72,54.8,121.26,,,,,,,,,,,,,,,,,,,,,M2326,光電業,光電及I/O,安全監控,,,,,,,,0.0,0.0,,,,,,,,12.734566266949571,,,-20.72,54.8,,,,,,,,,,,,12.734566266949571,,,-20.72,54.8,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3606,2011,,,,,,174168.0,51.0,-12.65,-12.85,33.56,50.51,,,,,,,,,,,,,,,,,,,,,M2326,光電業,光電及I/O,安全監控,,,,,,,,0.0,0.0,,,,,,,,12.067775629626082,,,-12.85,33.56,,,,,,,,,,,,12.067775629626082,,,-12.85,33.56,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3606,2012,,,,,,95245.0,28.0,-7.2,-16.08,47.67,91.1,,,,,,,,,,,,,,,,,,,,,M2326,光電業,光電及I/O,安全監控,,,,,,,,0.0,0.0,,,,,,,,11.464207798172799,,,-16.08,47.67,,,,,,,,,,,,12.014801666837977,,,-16.08,47.67,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3607,2006,,,,,,6306801.0,401.0,19.45,7.76,38.41,62.36,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,,,,,,,,0.0,0.0,,,,,,,,15.657139132904467,,,7.76,38.41,,,,,,,,,,,,15.657139132904467,,,7.76,38.41,,,,,,,,,,,,,,,,,,
3607,2007,,,,,,7379140.0,285.0,16.06,7.79,37.99,61.27,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,,,,,,,,0.0,0.0,,,,,,,,15.81416765862106,,,7.79,37.99,,,,,,,,,,,,15.81416765862106,,,7.79,37.99,,,,,0.0,,0.0,,,,,,,,,,,
3607,2008,,,,,,10772276.0,209.0,13.89,2.64,41.18,70.0,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,,,,,,,,0.0,0.0,,,,,,,,16.19248635456831,,,2.64,41.18,,,,,,,,,,,,16.19248635456831,,,2.64,41.18,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3607,2009,657072.0,177546.0,442171.0,37355.0,8096228.0,10099770.0,232.0,5.64,2.77,36.67,57.89,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,619717.0,,,,,,,0.0,0.0,,,,,,,,16.128023209274968,1.2474661039684158,2.8655319489520305e-05,2.77,36.67,,,,,,,,,,,,16.128023209274968,1.2474661039684158,2.8655319489520305e-05,2.77,36.67,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3607,2010,656898.0,213443.0,399682.0,43773.0,7898555.0,9953785.0,210.0,3.9,1.3,40.12,67.0,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,613125.0,-0.00026484623091427295,-0.010694091900859348,-0.02471844285365954,1.0,,,0.0,0.0,,,,,,,,16.113463438810324,1.2602032903486777,2.658714157209768e-05,1.3,40.12,-0.00026484623091427295,-0.010694091900859348,-0.02471844285365954,,,,,,,,,16.113463438810324,1.2602032903486777,2.658714157209768e-05,1.3,40.12,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3607,2011,690232.0,188583.0,440518.0,61131.0,8039005.0,10740378.0,252.0,3.93,1.15,43.86,78.13,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,629101.0,0.0494990176717387,0.025722985827499656,0.017625487963295328,0.0,0.0,,0.0,0.0,,,,,,,,16.18952084195637,1.3360332528714685,3.1347162988454415e-05,1.15,43.86,0.0494990176717387,0.025722985827499656,0.017625487963295328,,,,,,,,,16.18952084195637,1.3360332528714685,3.1347162988454415e-05,1.15,43.86,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3607,2012,694924.0,186951.0,438677.0,69296.0,8534793.0,11176815.0,250.0,4.31,2.64,46.05,85.36,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,625628.0,0.006774714105294066,-0.005535870884342486,0.05984578356318515,0.0,0.0,,0.0,0.0,,,,,,,,16.22935210138322,1.3095590016067173,2.9291864489273496e-05,2.64,46.05,0.006774714105294066,-0.005535870884342486,0.05984578356318515,,,,,,,,,16.22935210138322,1.3095590016067173,2.9291864489273496e-05,2.64,46.05,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3607,2013,672754.0,159222.0,462491.0,51041.0,8056946.0,11158705.0,219.0,5.44,2.27,38.84,63.5,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,621713.0,-0.0324227517329696,-0.006277373799163044,-0.05761652635061765,1.0,0.0,,0.0,0.0,,,,,,,,16.22773046875782,1.384979494711768,2.7181515179573006e-05,2.27,38.84,-0.0324227517329696,-0.006277373799163044,-0.05761652635061765,,,,,,,,,16.22773046875782,1.384979494711768,2.7181515179573006e-05,2.27,38.84,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3607,2014,778274.0,213017.0,530814.0,34443.0,9544086.0,12630038.0,209.0,7.08,3.9,41.98,72.37,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,743831.0,0.14569891193133877,0.17933528702924662,0.16938711912581184,0.0,0.0,,0.0,0.0,,,,,,,,16.351588503031568,1.3233365667492938,2.18983776969319e-05,3.9,41.98,0.14569891193133877,0.17933528702924662,0.16938711912581184,,,,,,,,,16.351588503031568,1.3233365667492938,2.18983776969319e-05,3.9,41.98,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3607,2015,843344.0,214928.0,600586.0,27830.0,9888021.0,11660503.0,119.0,2.96,1.28,36.85,58.35,,,,,,,,,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,815514.0,0.08029629392905768,0.09200473080281846,0.035402328847570885,0.0,0.0,,0.0,0.0,,,,,,,,16.271717876892698,1.1792554849954304,1.203476408474456e-05,1.28,36.85,0.08029629392905768,0.09200473080281846,0.035402328847570885,,,,,,,,,16.271717876892698,1.1792554849954304,1.203476408474456e-05,1.28,36.85,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3607,2016,777843.0,203021.0,511533.0,63289.0,6144911.0,10605953.0,169.0,1.36,-0.21,42.65,74.37,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,714554.0,-0.08085023686653692,-0.13216001745478323,-0.47569976490614607,1.0,0.0,,0.0,0.0,,0.0,,,,,,16.1769260052155,1.7259734111690146,2.7502432500649723e-05,-0.21,42.65,-0.08085023686653692,-0.13216001745478323,-0.47569976490614607,,,,,,,,,16.1769260052155,1.7259734111690146,2.7502432500649723e-05,-0.21,42.65,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
3607,2017,815283.0,209463.0,575676.0,30144.0,6024092.0,9384088.0,169.0,0.61,-1.22,43.77,77.85,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,785139.0,0.047010587902791556,0.09420220033014637,-0.01985749696801342,1.0,1.0,,0.0,0.0,,0.0,,,,,,16.05452604693559,1.5577597420490923,2.8054020423326868e-05,-1.22,43.77,0.047010587902791556,0.09420220033014637,-0.01985749696801342,,,,,,,,,16.05452604693559,1.5577597420490923,2.8054020423326868e-05,-1.22,43.77,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,
3607,2018,680075.0,200778.0,458226.0,18477.0,5499980.0,6990322.0,152.0,0.43,-3.36,40.18,67.17,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,659004.0,-0.18133220602521583,-0.17513116788423133,-0.09102230675715006,1.0,1.0,,0.0,0.0,,0.0,,,,,,15.760037178957294,1.2709722580809384,2.7636464132596845e-05,-3.36,40.18,-0.18133220602521583,-0.17513116788423133,-0.09102230675715006,,,,,,,,,15.760037178957294,1.2709722580809384,2.7636464132596845e-05,-3.36,40.18,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
3607,2019,710770.0,180916.0,515258.0,11021.0,4313919.0,4969169.0,143.0,-10.18,-8.87,35.02,53.9,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,696174.0,0.04414580321883932,0.05487002480280978,-0.2428976841553716,1.0,1.0,,0.0,0.0,,0.0,,,,,,15.418763180873478,1.151892049897089,3.314851298784238e-05,-8.87,35.02,0.04414580321883932,0.05487002480280978,-0.2428976841553716,,,,,,,,,15.418763180873478,1.151892049897089,3.314851298784238e-05,-8.87,35.02,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
3607,2020,469832.0,131608.0,335003.0,15321.0,3322590.0,4566353.0,113.0,1.49,-1.32,40.06,66.84,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,466611.0,-0.41397370542843426,-0.4001036949837786,-0.26110217243829936,1.0,1.0,,0.0,0.0,,0.0,,,,,,15.334225413639857,1.374335382939213,3.400961298264306e-05,-1.32,40.06,-0.41397370542843426,-0.4001036949837786,-0.26110217243829936,,,,,,,,,15.334225413639857,1.374335382939213,3.400961298264306e-05,-1.32,40.06,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
3607,2021,474751.0,141097.0,326816.0,8785.0,3840940.0,3887291.0,109.0,-2.97,-3.03,39.35,64.89,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,467913.0,0.010415272065696257,0.0027864470948308906,0.1449725290352042,0.0,0.0,,0.0,0.0,,0.0,,,,,,15.173223071966518,1.0120676188641322,2.837846985373372e-05,-3.03,39.35,0.010415272065696257,0.0027864470948308906,0.1449725290352042,,,,,,,,,15.173223071966518,1.0120676188641322,2.837846985373372e-05,-3.03,39.35,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
3607,2022,434135.0,108251.0,315637.0,8470.0,2857787.0,3416526.0,80.0,-2.06,-1.77,40.03,66.75,,,,8666.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,科技與通訊,M2328,電子零組件,電子零組件,機殼,423888.0,-0.08943491042281515,-0.09881311180612329,-0.29566957922106596,1.0,0.0,,0.0,0.0,,0.0,,,,,0.0030324163417357556,15.044134803301336,1.195514571239914,2.7993688822854886e-05,-1.77,40.03,-0.08943491042281515,-0.09881311180612329,-0.29566957922106596,,,,,,,,0.0030324163417357556,15.044134803301336,1.195514571239914,2.7993688822854886e-05,-1.77,40.03,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,
3607,2023,365054.0,94395.0,275875.0,4305.0,2637304.0,3001837.0,76.0,1.69,0.08,38.23,61.89,,,,10360.0,0.0,0.0,0.0,0.0,0.1215,,,37.34,,10.22,27.12,0.0,1.0,0.0,60000.0,科技與通訊,M2328,電子零組件,電子零組件,機殼,370270.0,-0.1733102577939789,-0.13523680014983874,-0.08029036584400195,1.0,1.0,,0.0,0.0,0.1215,0.0,1.0,,60000.0,19.987760827786452,0.003928254004847374,14.914734992566158,1.1382218356321456,2.8817307371467226e-05,0.08,38.23,-0.1733102577939789,-0.13523680014983874,-0.08029036584400195,,,,0.1215,,1.0,19.987760827786452,0.003928254004847374,14.914734992566158,1.1382218356321456,2.8817307371467226e-05,0.08,38.23,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0030324163417357556,
