證券代碼,西元年份,營業費用,推銷費用,管理費用,研究發展費,營業收入淨額,資產總額,員工人數-母公司,ROA(C)稅前息前折舊前,ROA(A)稅後息前,負債比率,總負債/總淨值,回收利用水量,製程水回收率%,水回收率%,總用水量(含回收水),E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,SASB主產業,TSE產業_代碼,TSE產業_名稱,TEJ產業_名稱,TEJ子產業_名稱,SGA_alt,dLNSGA,dLNSGA_alt,dLNREV,D,Decrease,Water_Rate,Water_Disc,Water_Disc_GRI,Size,AI,EI,ROA,Lev,dLNSGA_w,dLNSGA_alt_w,dLNREV_w,Water_Rate_w,水回收率%_w,製程水回收率%_w,Size_w,AI_w,EI_w,ROA_w,Lev_w,Water_Rate_w_l1,Water_Rate_w_l2,製程水回收率%_w_l1,製程水回收率%_w_l2,Water_Disc_l1,Water_Disc_l2,Water_Disc_GRI_l1,Water_Disc_GRI_l2
1101,2014,5014926.0,964818.0,4011430.0,38678.0,118325809.0,292743832.0,878.0,2.52,1.54,44.66,80.69,267280.0,,,3902902.0,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,4976248.0,-0.006379700801558,-0.0054332934542529,0.0189990939748696,0.0,0.0,,1.0,0.0,19.49480849104849,2.474048852689441,7.420190129441667e-06,1.54,44.66,-0.006379700801558,-0.0054332934542529,0.0189990939748696,,,,19.49480849104849,2.474048852689441,7.420190129441667e-06,1.54,44.66,,,,,1.0,0.0,0.0,0.0
1101,2015,4854318.0,859723.0,3987700.0,6895.0,93679076.0,293066355.0,825.0,1.71,0.9,46.95,88.49,291471.0,,,3482905.0,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,4847423.0,-0.0325500474347144,-0.0262289698912656,-0.2335670569939694,1.0,0.0,,1.0,0.0,19.495909608918225,3.1284078314350583,8.806662439753356e-06,0.9,46.95,-0.0325500474347144,-0.0262289698912656,-0.2335670569939694,,,,19.495909608918225,3.1284078314350583,8.806662439753356e-06,0.9,46.95,,,,,1.0,1.0,0.0,0.0
1101,2016,4946868.0,733021.0,4193229.0,20618.0,89564306.0,266988696.0,810.0,2.51,1.18,44.79,81.14,287500.0,,,3370543.0,8.369,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,4926250.0,0.0188860309139791,0.0161308259951002,-0.044917985801625,1.0,1.0,,1.0,0.0,19.402716878389636,2.9809720850178865,9.043781347448837e-06,1.18,44.79,0.0188860309139791,0.0161308259951002,-0.044917985801625,,,,19.402716878389636,2.9809720850178865,9.043781347448837e-06,1.18,44.79,,,,,1.0,1.0,0.0,0.0
1101,2017,4950029.0,791540.0,4126090.0,32399.0,98311776.0,272557049.0,837.0,2.73,1.41,43.99,78.55,595325.0,,,3822544.0,8.53,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,4917630.0,0.0006387860978023,-0.0017513423981743,0.0931869464447388,0.0,0.0,,1.0,0.0,19.423358504284497,2.7723743796470526,8.51373084746226e-06,1.41,43.99,0.0006387860978023,-0.0017513423981743,0.0931869464447388,,,,19.423358504284497,2.7723743796470526,8.51373084746226e-06,1.41,43.99,,,,,1.0,1.0,0.0,0.0
1101,2018,5410638.0,901611.0,4485361.0,23666.0,124594602.0,344085118.0,871.0,3.1,1.87,42.64,74.33,452683.0,,,2790213.0,15.574,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,5386972.0,0.0889735805156295,0.0911567388578244,0.2369214662631904,0.0,0.0,,1.0,0.0,19.65639962077693,2.761637442366885,6.990672035695415e-06,1.87,42.64,0.0889735805156295,0.0911567388578244,0.2369214662631904,,,,19.65639962077693,2.761637442366885,6.990672035695415e-06,1.87,42.64,,,,,1.0,1.0,0.0,0.0
1101,2019,5753534.0,1013114.0,4699672.0,40748.0,122783014.0,367482385.0,995.0,3.28,1.92,43.27,76.28,23224.0,,,2123457.0,18.867,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,5712786.0,0.0614472590454138,0.0587233746258686,-0.0146465991124422,1.0,0.0,,1.0,0.0,19.722185943495603,2.9929415562318744,8.103726790743221e-06,1.92,43.27,0.0614472590454138,0.0587233746258686,-0.0146465991124422,,,,19.722185943495603,2.9929415562318744,8.103726790743221e-06,1.92,43.27,,,,,1.0,1.0,0.0,0.0
1101,2020,6245763.0,1106328.0,5110389.0,29046.0,114367247.0,389506236.0,1078.0,3.04,1.99,43.82,77.99,93480.0,,,2158830.0,9.694,0.0,1.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,6216717.0,0.082089039146302,0.084535133291089,-0.071003948164261,1.0,1.0,,1.0,1.0,19.78039043341649,3.4057498647318143,9.425775545685732e-06,1.99,43.82,0.082089039146302,0.084535133291089,-0.071003948164261,,,,19.78039043341649,3.4057498647318143,9.425775545685732e-06,1.99,43.82,,,,,1.0,1.0,0.0,0.0
1101,2021,6863624.0,709024.0,5797048.0,357552.0,107041452.0,441684559.0,1114.0,1.95,1.27,48.91,95.73,102430.0,,,1963980.0,13.091,0.0,3.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,6506072.0,0.0943322682738401,0.0454939407938947,-0.0661985741954396,1.0,1.0,,1.0,1.0,19.906106517839337,4.126294540548646,1.0407183191050136e-05,1.27,48.91,0.0943322682738401,0.0454939407938947,-0.0661985741954396,,,,19.906106517839337,4.126294540548646,1.0407183191050136e-05,1.27,48.91,,,,,1.0,1.0,1.0,0.0
1101,2022,8973011.0,820576.0,6850260.0,1302175.0,113929706.0,460808961.0,1147.0,1.55,0.72,48.29,93.39,9610000.0,,,19246000.0,17.78,1.0,3.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,7670836.0,0.2679857120846076,0.1646897108306024,0.0623654828644539,0.0,0.0,,1.0,1.0,19.948494113771456,4.044677873565302,1.0067611339223504e-05,0.72,48.29,0.2679857120846076,0.1646897108306024,0.0623654828644539,,,,19.948494113771456,4.044677873565302,1.0067611339223504e-05,0.72,48.29,,,,,1.0,1.0,1.0,1.0
1101,2023,10503609.0,967612.0,8095687.0,1440310.0,109314335.0,469438522.0,1183.0,1.53,0.7,45.91,84.89,9779460.0,,,19041190.0,45.92,2.0,3.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,9063299.0,0.157497618177878,0.166807576283503,-0.0413541048015879,1.0,0.0,,1.0,1.0,19.96704790448176,4.294391234232912,1.0822002439112855e-05,0.7,45.91,0.157497618177878,0.166807576283503,-0.0413541048015879,,,,19.96704790448176,4.294391234232912,1.0822002439112855e-05,0.7,45.91,,,,,1.0,1.0,1.0,1.0
1101,2024,15601408.0,1405451.0,12742894.0,1453063.0,154606511.0,593413647.0,1217.0,1.95,1.08,48.11,92.72,1921000.0,,,30561000.0,85.67,2.0,5.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,14148345.0,0.3956422541999167,0.4453644743063343,0.3466557110291361,0.0,0.0,,1.0,1.0,20.201402263534305,3.8382189932479625,7.871596041644068e-06,1.08,48.11,0.3956422541999167,0.4453644743063343,0.3466557110291361,,,,20.201402263534305,3.8382189932479625,7.871596041644068e-06,1.08,48.11,,,,,1.0,1.0,1.0,1.0
1102,2014,2881200.0,,,,77683281.0,282819055.0,579.0,1.38,1.1,42.82,74.87,15738403.0,,,21327819.0,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,,0.195276835301204,,0.1016795596748743,0.0,0.0,,1.0,0.0,19.460317869490467,3.640668253958017,7.453341215080758e-06,1.1,42.82,0.195276835301204,,0.1016795596748743,,,,19.460317869490467,3.640668253958017,7.453341215080758e-06,1.1,42.82,,,,,1.0,0.0,0.0,0.0
1102,2015,3018802.0,,,,66287480.0,270077209.0,582.0,0.4,0.31,42.66,74.41,12680000.0,86.3,,19065871.0,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,,0.0466531899101916,,-0.1586390197280458,1.0,0.0,,1.0,0.0,19.41421843534335,4.074332121239184,8.779938534395937e-06,0.31,42.66,0.0466531899101916,,-0.1586390197280458,,,86.3,19.41421843534335,4.074332121239184,8.779938534395937e-06,0.31,42.66,,,,,1.0,1.0,0.0,0.0
1102,2016,2355226.0,,,,60946190.0,238470785.0,579.0,1.9,0.98,41.01,69.53,12720000.0,85.73,,18160651.0,66.506,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,,-0.2482233750496032,,-0.0840096970280654,1.0,1.0,,1.0,0.0,19.289757366030663,3.912808741612889,9.50018368662586e-06,0.98,41.01,-0.2482233750496032,,-0.0840096970280654,,,85.73,19.289757366030663,3.912808741612889,9.50018368662586e-06,0.98,41.01,,,86.3,,1.0,1.0,0.0,0.0
1102,2017,2733762.0,0.0,2733762.0,0.0,69700034.0,247064348.0,571.0,2.05,1.09,40.99,69.46,12610000.0,85.9,,2811225.0,70.042,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,2733762.0,0.1490419936803064,,0.1342094618521123,0.0,0.0,,1.0,0.0,19.325159378881896,3.5446804516623334,8.192248514541615e-06,1.09,40.99,0.1490419936803064,,0.1342094618521123,,,85.9,19.325159378881896,3.5446804516623334,8.192248514541615e-06,1.09,40.99,,,85.73,86.3,1.0,1.0,0.0,0.0
1102,2018,3018351.0,0.0,2875798.0,0.0,85624732.0,279187998.0,529.0,2.83,1.21,43.03,75.54,,,,5296456.0,70.123,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,2875798.0,0.099031973195995,0.0506515183786397,0.2057733610792453,0.0,0.0,,0.0,0.0,19.447395940822503,3.2605999631041183,6.178121526850443e-06,1.21,43.03,0.099031973195995,0.0506515183786397,0.2057733610792453,,,,19.447395940822503,3.2605999631041183,6.178121526850443e-06,1.21,43.03,,,85.9,85.73,1.0,1.0,0.0,0.0
1102,2019,3523141.0,0.0,3332110.0,0.0,94999021.0,297278512.0,495.0,2.85,1.91,43.0,75.44,16000.0,85.16,,6500.0,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,3332110.0,0.1546422654961716,0.1472755360123478,0.103892419633798,0.0,0.0,,1.0,0.0,19.51018000819509,3.129279742788086,5.210580012187705e-06,1.91,43.0,0.1546422654961716,0.1472755360123478,0.103892419633798,,,85.16,19.51018000819509,3.129279742788086,5.210580012187705e-06,1.91,43.0,,,,85.9,0.0,1.0,0.0,0.0
1102,2020,3659338.0,0.0,3115420.0,0.0,79939010.0,297086855.0,496.0,2.95,1.99,42.82,74.87,,,,2448000.0,75.975,0.0,3.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,3115420.0,0.0379293354704692,-0.0672417623538077,-0.1726026173660066,1.0,0.0,,0.0,1.0,19.50953509509186,3.716418992429354,6.204730331286314e-06,1.99,42.82,0.0379293354704692,-0.0672417623538077,-0.1726026173660066,,,,19.50953509509186,3.716418992429354,6.204730331286314e-06,1.99,42.82,,,85.16,,1.0,0.0,0.0,0.0
1102,2021,3494661.0,0.0,2855967.0,0.0,94034188.0,317056069.0,489.0,2.39,1.51,43.14,75.88,15058000.0,,,17520000.0,0.0,1.0,5.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,2855967.0,-0.046045881463371,-0.0869534848224127,0.1623944493558013,0.0,0.0,,1.0,1.0,19.57458919001826,3.3717106059340884,5.20023632255962e-06,1.51,43.14,-0.046045881463371,-0.0869534848224127,0.1623944493558013,,,,19.57458919001826,3.3717106059340884,5.20023632255962e-06,1.51,43.14,,,,85.16,0.0,1.0,1.0,0.0
1102,2022,3184209.0,0.0,3324394.0,0.0,91122104.0,324243127.0,497.0,0.33,0.31,43.18,76.0,15219000.0,,,17700000.0,73.73,1.0,5.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,3324394.0,-0.0930324687418338,0.1518769120694081,-0.0314580089715264,1.0,0.0,,1.0,1.0,19.597004184328625,3.5583367017074146,5.454219977185777e-06,0.31,43.18,-0.0930324687418338,0.1518769120694081,-0.0314580089715264,,,,19.597004184328625,3.5583367017074146,5.454219977185777e-06,0.31,43.18,,,,,1.0,0.0,1.0,1.0
1102,2023,2977139.0,0.0,3271753.0,0.0,82564009.0,336726851.0,484.0,0.82,0.49,43.02,75.5,14146000.0,,,16910000.0,72.63,1.0,5.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,3271753.0,-0.0672411342877961,-0.0159614749646337,-0.098626550124198,1.0,1.0,,1.0,1.0,19.634782628501384,4.078373313970255,5.862118444369629e-06,0.49,43.02,-0.0672411342877961,-0.0159614749646337,-0.098626550124198,,,,19.634782628501384,4.078373313970255,5.862118444369629e-06,0.49,43.02,,,,,1.0,1.0,1.0,1.0
1102,2024,3143398.0,0.0,3225514.0,0.0,81848827.0,331827224.0,480.0,1.84,1.33,38.27,61.98,12165000.0,,,14970000.0,240.48,1.0,5.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,3225514.0,0.0543416081625505,-0.0142336095004296,-0.0086998865573626,1.0,1.0,,1.0,1.0,19.620124981782112,4.054147581125384,5.864470116352431e-06,1.33,38.27,0.0543416081625505,-0.0142336095004296,-0.0086998865573626,,,,19.620124981782112,4.054147581125384,5.864470116352431e-06,1.33,38.27,,,,,1.0,1.0,1.0,1.0
1103,2014,478235.0,45915.0,432320.0,0.0,3937686.0,33666479.0,71.0,0.66,-0.27,42.73,74.6,5094574.0,,,11644738.0,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,478235.0,0.0099693384255736,0.0099693384255736,-0.0806235517980216,1.0,1.0,,1.0,0.0,17.332013211864464,8.54981301200756,1.803089428664449e-05,-0.27,42.73,0.0099693384255736,0.0099693384255736,-0.0806235517980216,,,,17.332013211864464,8.54981301200756,1.803089428664449e-05,-0.27,42.73,,,,,0.0,0.0,0.0,0.0
1103,2015,463763.0,44136.0,419627.0,0.0,2826519.0,27383042.0,82.0,4.53,2.27,48.7,94.95,3701901.0,,,8461488.0,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,463763.0,-0.0307285976055418,-0.0307285976055418,-0.3315473219262284,1.0,1.0,,1.0,0.0,17.12543447464798,9.687903035500558,2.901094951068788e-05,2.27,48.7,-0.0307285976055418,-0.0307285976055418,-0.3315473219262284,,,,17.12543447464798,9.687903035500558,2.901094951068788e-05,2.27,48.7,,,,,1.0,0.0,0.0,0.0
1103,2016,552899.0,23191.0,529708.0,0.0,3140190.0,26128917.0,75.0,0.67,0.58,39.48,65.23,4649218.0,,,10626784.0,43.75,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,552899.0,0.1758016988231681,0.1758016988231681,0.1052373884385957,0.0,0.0,,1.0,0.0,17.07855319002477,8.320807658135335,2.388390511402176e-05,0.58,39.48,0.1758016988231681,0.1758016988231681,0.1052373884385957,,,,17.07855319002477,8.320807658135335,2.388390511402176e-05,0.58,39.48,,,,,1.0,1.0,0.0,0.0
1103,2017,511805.0,11897.0,499908.0,0.0,2095607.0,28317986.0,76.0,-0.73,3.25,31.98,47.02,,,,28776.0,43.75,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,511805.0,-0.0772316515777706,-0.0772316515777706,-0.4044400587651999,1.0,0.0,,0.0,0.0,17.159007708441735,13.513023195665982,3.626634192384354e-05,3.25,31.98,-0.0772316515777706,-0.0772316515777706,-0.4044400587651999,,,,17.159007708441735,13.513023195665982,3.626634192384354e-05,3.25,31.98,,,,,1.0,1.0,0.0,0.0
1103,2018,392089.0,12649.0,378530.0,0.0,2092406.0,31985629.0,80.0,-1.73,-1.23,34.6,52.9,,,,1001.0,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,391179.0,-0.2664548382822325,-0.2687784373809645,-0.0015286488477155,1.0,1.0,,0.0,0.0,17.2807972661412,15.286530912260814,3.823349770551222e-05,-1.23,34.6,-0.2664548382822325,-0.2687784373809645,-0.0015286488477155,,,,17.2807972661412,15.286530912260814,3.823349770551222e-05,-1.23,34.6,,,,,0.0,1.0,0.0,0.0
1103,2019,633383.0,13233.0,620874.0,0.0,1884002.0,38720634.0,91.0,-2.53,-0.4,38.85,63.54,,,,1149.0,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,634107.0,0.4795864396273597,0.483052454175116,-0.1049163623060245,1.0,1.0,,0.0,0.0,17.47188319420554,20.55233168542284,4.830143492416675e-05,-0.4,38.85,0.4795864396273597,0.483052454175116,-0.1049163623060245,,,,17.47188319420554,20.55233168542284,4.830143492416675e-05,-0.4,38.85,,,,,0.0,0.0,0.0,0.0
1103,2020,603155.0,30794.0,572267.0,0.0,2058417.0,40646227.0,90.0,2.73,3.26,38.45,62.47,,,,25004.0,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,603061.0,-0.0489010826754299,-0.0501993574401815,0.0885390030683783,0.0,0.0,,0.0,0.0,17.520416572922187,19.74635217256756,4.372291911697192e-05,3.26,38.45,-0.0489010826754299,-0.0501993574401815,0.0885390030683783,,,,17.520416572922187,19.74635217256756,4.372291911697192e-05,3.26,38.45,,,,,0.0,0.0,0.0,0.0
1103,2021,556435.0,32965.0,523691.0,0.0,2220254.0,40247651.0,92.0,-0.27,0.24,35.62,55.33,,,,25397.0,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,556656.0,-0.0806238493326283,-0.0800708975906694,0.0756843629606613,0.0,0.0,,0.0,0.0,17.510562199877374,18.127498475399666,4.143670048562011e-05,0.24,35.62,-0.0806238493326283,-0.0800708975906694,0.0756843629606613,,,,17.510562199877374,18.127498475399666,4.143670048562011e-05,0.24,35.62,,,,,0.0,0.0,0.0,0.0
1103,2022,527956.0,42016.0,485687.0,0.0,2253659.0,36454234.0,92.0,1.46,0.2,39.65,65.71,,,,192562.0,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,527703.0,-0.0525374155557116,-0.0534138294386714,0.0149335138172421,0.0,0.0,,0.0,0.0,17.41156816879508,16.1755766954983,4.082250242827331e-05,0.2,39.65,-0.0525374155557116,-0.0534138294386714,0.0149335138172421,,,,17.41156816879508,16.1755766954983,4.082250242827331e-05,0.2,39.65,,,,,0.0,0.0,0.0,0.0
1103,2023,513955.0,43836.0,469151.0,0.0,2911583.0,36464334.0,96.0,0.41,-0.03,38.52,62.65,,,,172835.0,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,512987.0,-0.0268772339160854,-0.0282831217247121,0.2561418019597958,0.0,0.0,,0.0,0.0,17.411845190144827,12.523886147157748,3.29717545403995e-05,-0.03,38.52,-0.0268772339160854,-0.0282831217247121,0.2561418019597958,,,,17.411845190144827,12.523886147157748,3.29717545403995e-05,-0.03,38.52,,,,,0.0,0.0,0.0,0.0
1103,2024,586916.0,43655.0,543807.0,0.0,2985357.0,35078080.0,89.0,0.26,-0.45,38.45,62.48,,,,164232.0,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,587462.0,0.1327459960927406,0.1355610593562808,0.0250224181524352,0.0,0.0,,0.0,0.0,17.373086991929355,11.750045304464424,2.981217991684077e-05,-0.45,38.45,0.1327459960927406,0.1355610593562808,0.0250224181524352,,,,17.373086991929355,11.750045304464424,2.981217991684077e-05,-0.45,38.45,,,,,0.0,0.0,0.0,0.0
1104,2014,365834.0,95565.0,233109.0,37160.0,5819904.0,19382756.0,291.0,2.04,1.81,18.49,22.69,7775.0,9.29,,83736.0,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,328674.0,0.0531978969546198,0.0525376617675217,0.0980857749576546,0.0,0.0,,1.0,0.0,16.779894362778563,3.3304253815870504,5.000082475587226e-05,1.81,18.49,0.0531978969546198,0.0525376617675217,0.0980857749576546,,,9.29,16.779894362778563,3.3304253815870504,5.000082475587226e-05,1.81,18.49,,,,,0.0,0.0,0.0,0.0
1104,2015,364277.0,100022.0,197222.0,67033.0,5163751.0,19970871.0,312.0,2.64,2.4,19.88,24.81,8375.0,9.29,,90190.0,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,297244.0,-0.0042651113606133,-0.1005130277210994,-0.1196205133754162,1.0,0.0,,1.0,0.0,16.80978531986401,3.867512395543472,6.04211938182147e-05,2.4,19.88,-0.0042651113606133,-0.1005130277210994,-0.1196205133754162,,,9.29,16.80978531986401,3.867512395543472,6.04211938182147e-05,2.4,19.88,,,9.29,,1.0,0.0,0.0,0.0
1104,2016,375844.0,98085.0,206884.0,70875.0,4622199.0,20347150.0,331.0,2.62,2.4,19.42,24.1,9476.0,9.29,,102052.0,9.286,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,304969.0,0.0312595964382964,0.0256567817597872,-0.1107926875066116,1.0,1.0,,1.0,0.0,16.828451410905032,4.402049760298074,7.161093669917717e-05,2.4,19.42,0.0312595964382964,0.0256567817597872,-0.1107926875066116,,,9.29,16.828451410905032,4.402049760298074,7.161093669917717e-05,2.4,19.42,,,9.29,9.29,1.0,1.0,0.0,0.0
1104,2017,387681.0,88234.0,213980.0,85467.0,4405376.0,21229208.0,328.0,1.72,1.86,19.19,23.75,9388.0,9.3,,100948.0,9.285,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,302214.0,0.0310086728311524,-0.0090747563961386,-0.0480449525862809,1.0,1.0,,1.0,0.0,16.87088852728408,4.818932141093065,7.445448470232734e-05,1.86,19.19,0.0310086728311524,-0.0090747563961386,-0.0480449525862809,,,9.3,16.87088852728408,4.818932141093065,7.445448470232734e-05,1.86,19.19,,,9.29,9.29,1.0,1.0,0.0,0.0
1104,2018,388436.0,97866.0,214259.0,72968.0,4780994.0,22576572.0,325.0,1.5,1.35,21.03,26.63,8538.0,9.49,,92699.0,9.3,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,312125.0,0.0019455835606194,0.0322683728985548,0.0818228613819638,0.0,0.0,,1.0,0.0,16.932423289394446,4.722150247417169,6.797749589311344e-05,1.35,21.03,0.0019455835606194,0.0322683728985548,0.0818228613819638,,,9.49,16.932423289394446,4.722150247417169,6.797749589311344e-05,1.35,21.03,,,9.3,9.29,1.0,1.0,0.0,0.0
1104,2019,415870.0,111291.0,234573.0,68691.0,5005731.0,23401933.0,402.0,2.2,1.92,22.64,29.27,6151.0,8.28,,74289.0,9.21,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,345864.0,0.0682442913504886,0.1026418856042319,0.0459349813727989,0.0,0.0,,1.0,0.0,16.96832918375378,4.675028082811481,8.030795102653339e-05,1.92,22.64,0.0682442913504886,0.1026418856042319,0.0459349813727989,,,8.28,16.96832918375378,4.675028082811481,8.030795102653339e-05,1.92,22.64,,,9.49,9.3,1.0,1.0,0.0,0.0
1104,2020,413889.0,101731.0,241974.0,69195.0,5426217.0,24102936.0,424.0,2.32,1.63,22.06,28.31,6531.0,8.75,,74644.0,8.28,0.0,0.5,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,343705.0,-0.0047748894891821,-0.0062619028836401,0.0806587500167452,0.0,0.0,,1.0,1.0,16.99784421676687,4.4419410429033706,7.813915293103832e-05,1.63,22.06,-0.0047748894891821,-0.0062619028836401,0.0806587500167452,,,8.75,16.99784421676687,4.4419410429033706,7.813915293103832e-05,1.63,22.06,,,8.28,9.49,1.0,1.0,0.0,0.0
1104,2021,421615.0,84347.0,261793.0,78683.0,6079107.0,25096822.0,445.0,1.88,1.5,22.76,29.47,,,,2700.0,8.75,0.0,0.5,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,346140.0,0.0184947534080919,0.0070595861763234,0.1136156041257425,0.0,0.0,,0.0,1.0,17.038251782540023,4.128373131119423,7.320154095001125e-05,1.5,22.76,0.0184947534080919,0.0070595861763234,0.1136156041257425,,,,17.038251782540023,4.128373131119423,7.320154095001125e-05,1.5,22.76,,,8.75,8.28,1.0,1.0,1.0,0.0
1104,2022,525210.0,119394.0,299545.0,92355.0,7055789.0,27811895.0,501.0,1.35,2.68,22.6,29.2,43200.0,,15.0,297200.0,0.0,0.0,1.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,418939.0,0.2197056072710772,0.190882007101262,0.1489906044383637,0.0,0.0,15.0,1.0,1.0,17.14097436484515,3.941712967890621,7.100552468334866e-05,2.68,22.6,0.2197056072710772,0.190882007101262,0.1489906044383637,15.0,15.0,,17.14097436484515,3.941712967890621,7.100552468334866e-05,2.68,22.6,,,,8.75,0.0,1.0,1.0,1.0
1104,2023,567729.0,148387.0,354761.0,72623.0,7802362.0,28189560.0,538.0,2.53,1.73,19.55,24.3,37000.0,,13.0,287900.0,14.54,0.0,1.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,503148.0,0.0778460095776765,0.1831590368155602,0.100578093738239,0.0,0.0,13.0,1.0,1.0,17.15446225459672,3.612952077845145,6.8953478446655e-05,1.73,19.55,0.0778460095776765,0.1831590368155602,0.100578093738239,13.0,13.0,,17.15446225459672,3.612952077845145,6.8953478446655e-05,1.73,19.55,15.0,,,,1.0,0.0,1.0,1.0
1104,2024,540595.0,124304.0,346649.0,71824.0,7953734.0,29627506.0,536.0,1.76,1.37,17.46,21.15,51400.0,,17.0,297000.0,12.85,0.0,1.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,470953.0,-0.0489738073736631,-0.0661260600621549,0.0192149955656173,0.0,0.0,17.0,1.0,1.0,17.204213744559276,3.724980744892902,6.73897316656554e-05,1.37,17.46,-0.0489738073736631,-0.0661260600621549,0.0192149955656173,17.0,17.0,,17.204213744559276,3.724980744892902,6.73897316656554e-05,1.37,17.46,13.0,15.0,,,1.0,1.0,1.0,1.0
1108,2014,264255.0,129842.0,134413.0,0.0,5075583.0,8363279.0,432.0,2.14,1.38,44.82,81.22,9378.0,,,434269.0,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,264255.0,-0.0262037751655714,-0.0262037751655714,0.0414316505385929,0.0,0.0,,1.0,0.0,15.939361133041196,1.6477474607350524,8.511337515315974e-05,1.38,44.82,-0.0262037751655714,-0.0262037751655714,0.0414316505385929,,,,15.939361133041196,1.6477474607350524,8.511337515315974e-05,1.38,44.82,,,,,0.0,0.0,0.0,0.0
1108,2015,281937.0,135878.0,146059.0,0.0,5021353.0,7855502.0,481.0,1.94,0.9,38.32,62.11,10712.0,,,399849.0,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,281937.0,0.0647690956771338,0.0647690956771338,-0.0107419758758187,1.0,0.0,,1.0,0.0,15.876724735968445,1.5644193905507142,9.5790915317047e-05,0.9,38.32,0.0647690956771338,0.0647690956771338,-0.0107419758758187,,,,15.876724735968445,1.5644193905507142,9.5790915317047e-05,0.9,38.32,,,,,1.0,0.0,0.0,0.0
1108,2016,236273.0,95299.0,140974.0,0.0,4251061.0,7752644.0,458.0,1.56,0.62,38.06,61.45,10571.0,,,377429.0,2.679,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造,236273.0,-0.1766957255917809,-0.1766957255917809,-0.1665308204629756,1.0,1.0,,1.0,0.0,15.863544504437572,1.8236962490070123,0.000107737809455,0.62,38.06,-0.1766957255917809,-0.1766957255917809,-0.1665308204629756,,,,15.863544504437572,1.8236962490070123,0.000107737809455,0.62,38.06,,,,,1.0,1.0,0.0,0.0
