證券代碼,西元年份,營業費用,推銷費用,管理費用,研究發展費,營業收入淨額,資產總額,員工人數-母公司,ROA(C)稅前息前折舊前,ROA(A)稅後息前,負債比率,總負債/總淨值,回收利用水量,製程水回收率%,水回收率%,總用水量(含回收水),E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_GRI_廢棄物管理揭露度,E_每百萬營收廢棄物,E_有害廢棄物回收百分比%,G_報廢產品及電子廢棄物再循環百分比%,總重量(有害+非有害)(噸),廢棄物密集度(公噸/單位),有害廢棄物量(公噸),非有害廢棄物量(公噸),一般廢棄物罰鍰次數,事業廢棄物罰鍰次數,廢棄物清除處理機構罰鍰次數,SASB主產業,TSE產業_代碼,TSE產業_名稱,TEJ產業_名稱,TEJ子產業_名稱
000104,2020,,,,,,,,,,,,,,,4842.0,,,,,,,,,,,,,,,,,,,
000104,2021,,,,,,,,,,,,,,,4030.0,,,,,,,,,,,,,,,,,,,
000104,2022,,,,,,,,,,,,,,,4000.0,,,,,,,,,,,,,,,,,,,
000104,2023,,,,,,,,,,,,,,,3790.0,,,,,,,,,,,,,,,,,,,
000104,2024,,,,,,,,,,,,,,,3959.0,,,,,,,,,,,,,,,,,,,
000116,2020,,,,,,,,,,,,,,,25309.0,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000116,2021,,,,,,,,,,,,,,,25120.0,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000116,2022,,,,,,,,,,,,,,,24050.0,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000218,2020,,,,,,,,,,,,,,,3827900.0,0.0,0.0,0.0,0.0,,,,,,,,,,,金融,,,,
000218,2021,,,,,,,,,,,,,,,3694200.0,0.0,0.0,0.0,0.0,,,,,,,,,,,金融,,,,
000218,2022,,,,,,,,,,,,,,,3195800.0,0.0,0.0,0.0,0.0,,,,,,,,,,,金融,,,,
000218,2023,,,,,,,,,,,,,,,2817000.0,0.0,0.0,1.0,0.0,0.0097,,,,,,,,,,金融,,,,
000218,2024,,,,,,,,,,,,,,,2499700.0,0.0,0.0,1.0,0.0,0.0079,0.0,0.0,,,,,,,,金融,,,,
000538,2021,,,,,,,,,,,,,,,4502.0,,,,,,,,,,,,,,,,,,,
000538,2022,,,,,,,,,,,,,,,13400.0,,,,,,,,,,,,,,,,,,,
000538,2023,,,,,,,,,,,,,,,12183.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,
000538,2024,,,,,,,,,,,,,,,12742.0,,,,,,,,,,,,,,,,,,,
000601,2024,,,,,,,,,,,,,,,1241.0,0.0,0.0,0.0,0.0,0.0079,0.0,0.0,,,,,,,,金融,,,,
000616,2022,,,,,,,,,,,,,,,10100.0,,,,,,,,,,,,,,,,,,,
000616,2023,,,,,,,,,,,,,,,12100.0,,,,,,,,,,,,,,,,,,,
000616,2024,,,,,,,,,,,,,,,12500.0,,,,,,,,,,,,,,,,,,,
000700,2020,,,,,,,,,,,,,,,24806.0,,,,,,,,,,,,,,,,,,,
000700,2021,,,,,,,,,,,,,,,25040.0,,,,,,,,,,,,,,,,,,,
000700,2022,,,,,,,,,,,,,,,23062.0,,,,,,,,,,,,,,,,,,,
000700,2023,,,,,,,,,,,,,,,32204.0,,,,,,,,,,,,,,,,,,,
000700,2024,,,,,,,,,,,,,,,28940.0,,,,,,,,,,,,,,,,,,,
000779,2021,,,,,,,,,,,,,,,18274.0,,,,,,,,,,,,,,,,,,,
000779,2022,,,,,,,,,,,,,,,20748.0,,,,,,,,,,,,,,,,,,,
000779,2023,,,,,,,,,,,,,,,19899.0,,,,,,,,,,,,,,,,,,,
000779,2024,,,,,,,,,,,,,,,21790.0,,,,,,,,,,,,,,,,,,,
000815,2024,,,,,,,,,,,,,,,13130000.0,,,,,,,,,,,,,,,,,,,
000856,2022,,,,,,,,,,,,,,,1955.0,0.0,0.0,0.0,0.0,,,,,,,,,,,金融,,,,
000856,2023,,,,,,,,,,,,,,,3176.0,0.0,0.0,0.0,0.0,0.0097,,,,,,,,,,金融,,,,
000856,2024,,,,,,,,,,,,,,,3069.0,0.0,0.0,0.0,0.0,0.0079,0.0,0.0,,,,,,,,金融,,,,
000888,2020,,,,,,,,,,,,,,,11576.7,,,,,,,,,,,,,,,,,,,
000888,2021,,,,,,,,,,,,,,,10298.5,,,,,,,,,,,,,,,,,,,
000888,2022,,,,,,,,,,,,,,,12361.2,,,,,,,,,,,,,,,,,,,
000888,2023,,,,,,,,,,,,,,,12659.4,,,,,,,,,,,,,,,,,,,
000888,2024,,,,,,,,,,,,,,,13385.5,,,,,,,,,,,,,,,,,,,
000930,2019,,,,,,,,,,,,,,,8910.0,,,,,,,,,,,,1.0,0.0,0.0,,M2800,金融業,證券,證券
000930,2020,,,,,,,,,,,,,,,8138.0,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000930,2021,,,,,,,,,,,,,,,22332.0,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000930,2022,,,,,,,,,,,,,,,19865.84,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000930,2023,,,,,,,,,,,,,,,21841.11,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000930,2024,,,,,,,,,,,,,,,24202.82,,,,,,,,,,,,0.0,0.0,0.0,,M2800,金融業,證券,證券
000960,2018,,,,,,,,,,,,,,,30534.0,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000960,2019,,,,,,,,,,,,,,,29192.0,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000960,2020,,,,,,,,,,,,,,,85029.0,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000960,2021,,,,,,,,,,,,,,,78754.0,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000960,2022,,,,,,,,,,,,,,,67258.0,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000960,2023,,,,,,,,,,,,,,,66667.0,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000960,2024,,,,,,,,,,,,,,,54210.0,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
000980,2022,,,,,,,,,,,,,,,75200.0,,,,,,,,,,,,,,,,,,,
000980,2023,,,,,,,,,,,,,,,75190.0,,,,,,,,,,,,,,,,,,,
000980,2024,,,,,,,,,,,,,,,80170.0,,,,,,,,,,,,,,,,,,,
0009A0,2021,,,,,,,,,,,,,,,30871.58,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
0009A0,2022,,,,,,,,,,,,,,,34983.7,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
0009A0,2023,,,,,,,,,,,,,,,38618.67,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
0009A0,2024,,,,,,,,,,,,,,,34127.12,,,,,,,,,,,,,,,,M2800,金融業,證券,證券
1101,2005,,,,,,156448622.0,1105.0,4.83,2.31,57.72,136.49,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2006,,,,,,161349504.0,1391.0,6.12,4.07,51.96,108.14,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2007,,,,,,191914424.0,1345.0,6.3,3.95,46.39,86.53,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2008,2844121.0,712312.0,2097445.0,34364.0,78476558.0,186867735.0,1323.0,1.69,0.72,51.7,107.06,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2009,3057575.0,749878.0,2273387.0,34310.0,86804345.0,204741262.0,1199.0,3.35,2.26,50.61,102.49,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2010,3842022.0,943560.0,2844005.0,54457.0,106207291.0,261960788.0,1052.0,3.13,2.05,52.47,110.39,,,,,,,,,,,,,,,,2.0,5.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2011,4402750.0,1129832.0,3215331.0,57587.0,118496562.0,261894940.0,1005.0,2.47,1.38,50.62,102.52,,,,,,,,,,,,,,,,0.0,6.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2012,4541914.0,1104967.0,3403842.0,33105.0,113699313.0,273948486.0,974.0,1.77,1.11,48.24,93.18,,,,,,,,,,,,,,,,1.0,2.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2013,5047022.0,1019186.0,3984173.0,43663.0,116098947.0,282680739.0,927.0,2.67,1.57,45.66,84.01,255942.0,,,4374083.0,,,,,,,,,,,,0.0,6.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2014,5014926.0,964818.0,4011430.0,38678.0,118325809.0,292743832.0,878.0,2.52,1.54,44.66,80.69,267280.0,,,3902902.0,,,,,,,,,,,,1.0,5.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2015,4854318.0,859723.0,3987700.0,6895.0,93679076.0,293066355.0,825.0,1.71,0.9,46.95,88.49,291471.0,,,3482905.0,,,,,,,,,,,,1.0,5.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2016,4946868.0,733021.0,4193229.0,20618.0,89564306.0,266988696.0,810.0,2.51,1.18,44.79,81.14,287500.0,,,3370543.0,8.369,0.0,0.0,0.0,,,,,,,,4.0,1.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2017,4950029.0,791540.0,4126090.0,32399.0,98311776.0,272557049.0,837.0,2.73,1.41,43.99,78.55,595325.0,,,3822544.0,8.53,0.0,0.0,0.0,,,,,,,,0.0,2.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2018,5410638.0,901611.0,4485361.0,23666.0,124594602.0,344085118.0,871.0,3.1,1.87,42.64,74.33,452683.0,,,2790213.0,15.574,0.0,0.0,0.0,,,,,,,,0.0,8.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2019,5753534.0,1013114.0,4699672.0,40748.0,122783014.0,367482385.0,995.0,3.28,1.92,43.27,76.28,23224.0,,,2123457.0,18.867,0.0,0.0,0.0,,,,,,,,1.0,1.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2020,6245763.0,1106328.0,5110389.0,29046.0,114367247.0,389506236.0,1078.0,3.04,1.99,43.82,77.99,93480.0,,,2158830.0,9.694,0.0,1.0,2.0,,,,,,,,1.0,2.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2021,6863624.0,709024.0,5797048.0,357552.0,107041452.0,441684559.0,1114.0,1.95,1.27,48.91,95.73,102430.0,,,1963980.0,13.091,0.0,3.0,2.0,,,,2883.55,0.0005,0.0,2883.55,1.0,3.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2022,8973011.0,820576.0,6850260.0,1302175.0,113929706.0,460808961.0,1147.0,1.55,0.72,48.29,93.39,9610000.0,,,19246000.0,17.78,1.0,3.0,5.0,,,,1363.66,0.0002,0.0,1363.66,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2023,10503609.0,967612.0,8095687.0,1440310.0,109314335.0,469438522.0,1183.0,1.53,0.7,45.91,84.89,9779460.0,,,19041190.0,45.92,2.0,3.0,5.0,0.012,,,105940.35,1.5237,0.0,105940.35,3.0,1.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2024,15601408.0,1405451.0,12742894.0,1453063.0,154606511.0,593413647.0,1217.0,1.95,1.08,48.11,92.72,1921000.0,,,30561000.0,85.67,2.0,5.0,4.0,0.9691,44.8,0.0,34929.44,0.552,557.6,34371.84,4.0,4.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2025,17479997.0,1684333.0,14471452.0,1324212.0,149804135.0,588835474.0,1256.0,1.48,-0.07,50.29,101.17,,,,,16.65,2.0,5.0,4.0,0.2259,98.4,0.0,190223.11,1.2698,4230.3,185992.81,2.0,1.0,3.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1101,2026,,,,,,,,,,,,,,,,16.65,2.0,5.0,4.0,0.2259,98.4,0.0,,,,,1.0,0.0,1.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2005,,,,,,95053952.0,785.0,5.56,4.0,44.73,80.92,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2006,,,,,,106864489.0,754.0,5.33,3.82,41.97,72.33,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2007,,,,,,128166664.0,735.0,6.29,4.75,40.47,67.98,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2008,2748642.0,,,,44157780.0,144232619.0,726.0,1.21,0.56,46.47,86.82,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2009,1977883.0,,,,48418125.0,163728191.0,668.0,1.9,1.09,46.21,85.91,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2010,2004571.0,,,,53814116.0,169581478.0,668.0,3.14,1.97,45.98,85.1,,,,,,,,,,,,,,,,0.0,1.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2011,2466738.0,,,,68826626.0,193605256.0,633.0,2.55,1.53,47.13,89.15,,,,,,,,,,,,,,,,4.0,3.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2012,2034063.0,,,,63793183.0,236655001.0,613.0,1.62,0.88,38.86,63.55,,,,,,,,,,,,,,,,1.0,0.0,1.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2013,2370095.0,,,,70172781.0,262403581.0,592.0,2.25,2.06,41.75,71.68,15641683.0,,,18508842.0,,,,,,,,,,,,0.0,0.0,1.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2014,2881200.0,,,,77683281.0,282819055.0,579.0,1.38,1.1,42.82,74.87,15738403.0,,,21327819.0,,,,,,,,,,,,2.0,3.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2015,3018802.0,,,,66287480.0,270077209.0,582.0,0.4,0.31,42.66,74.41,12680000.0,86.3,,19065871.0,,,,,,,,,,,,1.0,1.0,1.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2016,2355226.0,,,,60946190.0,238470785.0,579.0,1.9,0.98,41.01,69.53,12720000.0,85.73,,18160651.0,66.506,0.0,0.0,0.0,,,,,,,,0.0,2.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2017,2733762.0,0.0,2733762.0,0.0,69700034.0,247064348.0,571.0,2.05,1.09,40.99,69.46,12610000.0,85.9,,2811225.0,70.042,0.0,0.0,0.0,,,,,,,,0.0,8.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2018,3018351.0,0.0,2875798.0,0.0,85624732.0,279187998.0,529.0,2.83,1.21,43.03,75.54,,,,5296456.0,70.123,0.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2019,3523141.0,0.0,3332110.0,0.0,94999021.0,297278512.0,495.0,2.85,1.91,43.0,75.44,16000.0,85.16,,6500.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2020,3659338.0,0.0,3115420.0,0.0,79939010.0,297086855.0,496.0,2.95,1.99,42.82,74.87,,,,2448000.0,75.975,0.0,3.0,0.0,,,,,,,,1.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2021,3494661.0,0.0,2855967.0,0.0,94034188.0,317056069.0,489.0,2.39,1.51,43.14,75.88,15058000.0,,,17520000.0,0.0,1.0,5.0,0.0,,,,3816.0,0.001,,,2.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2022,3184209.0,0.0,3324394.0,0.0,91122104.0,324243127.0,497.0,0.33,0.31,43.18,76.0,15219000.0,,,17700000.0,73.73,1.0,5.0,5.0,,,,2654.0,0.247,0.0,2654.0,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2023,2977139.0,0.0,3271753.0,0.0,82564009.0,336726851.0,484.0,0.82,0.49,43.02,75.5,14146000.0,,,16910000.0,72.63,1.0,5.0,5.0,0.0297,,,2772.0,0.248,0.0,2772.0,1.0,2.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2024,3143398.0,0.0,3225514.0,0.0,81848827.0,331827224.0,480.0,1.84,1.33,38.27,61.98,12165000.0,,,14970000.0,240.48,1.0,5.0,5.0,0.0348,98.0,0.0,3461.0,0.315,0.0,3461.0,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2025,2832714.0,0.0,3063564.0,0.0,74132148.0,324040459.0,474.0,1.1,0.67,37.22,59.29,,,,,67.57,2.0,0.0,5.0,0.0463,98.0,0.0,1564.0,0.12,0.0,1564.0,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1102,2026,,,,,,,,,,,,,,,,67.57,2.0,0.0,5.0,0.0463,98.0,0.0,,,,,0.0,1.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2005,,,,,,32979504.0,103.0,3.6,2.24,58.36,140.16,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2006,,,,,,34395571.0,102.0,4.09,2.26,45.92,84.92,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2007,,,,,,30360315.0,97.0,3.97,3.23,37.48,59.94,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2008,586925.0,78888.0,508037.0,0.0,6226665.0,29663351.0,81.0,-0.09,-0.44,39.44,65.12,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2009,647948.0,53763.0,594185.0,0.0,4202418.0,29998110.0,77.0,0.36,-0.03,36.63,57.81,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2010,608727.0,55925.0,552802.0,0.0,4880669.0,29912133.0,93.0,1.1,0.87,39.56,65.45,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2011,516353.0,67100.0,449253.0,0.0,5169912.0,30319279.0,96.0,0.92,0.43,40.41,67.81,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2012,496658.0,91674.0,404984.0,0.0,4772948.0,29317386.0,74.0,3.6,0.52,43.89,78.22,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2013,473491.0,46056.0,427435.0,0.0,4268305.0,33374653.0,72.0,2.07,3.59,35.58,55.24,,,,,,,,,,,,,,,,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2014,478235.0,45915.0,432320.0,0.0,3937686.0,33666479.0,71.0,0.66,-0.27,42.73,74.6,5094574.0,,,11644738.0,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2015,463763.0,44136.0,419627.0,0.0,2826519.0,27383042.0,82.0,4.53,2.27,48.7,94.95,3701901.0,,,8461488.0,,,,,,,,,,,,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2016,552899.0,23191.0,529708.0,0.0,3140190.0,26128917.0,75.0,0.67,0.58,39.48,65.23,4649218.0,,,10626784.0,43.75,0.0,0.0,0.0,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2017,511805.0,11897.0,499908.0,0.0,2095607.0,28317986.0,76.0,-0.73,3.25,31.98,47.02,,,,28776.0,43.75,0.0,0.0,0.0,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2018,392089.0,12649.0,378530.0,0.0,2092406.0,31985629.0,80.0,-1.73,-1.23,34.6,52.9,,,,1001.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2019,633383.0,13233.0,620874.0,0.0,1884002.0,38720634.0,91.0,-2.53,-0.4,38.85,63.54,,,,1149.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2020,603155.0,30794.0,572267.0,0.0,2058417.0,40646227.0,90.0,2.73,3.26,38.45,62.47,,,,25004.0,0.0,0.0,0.0,0.0,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2021,556435.0,32965.0,523691.0,0.0,2220254.0,40247651.0,92.0,-0.27,0.24,35.62,55.33,,,,25397.0,0.0,0.0,0.0,0.0,,,,239.975,0.0001,,,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2022,527956.0,42016.0,485687.0,0.0,2253659.0,36454234.0,92.0,1.46,0.2,39.65,65.71,,,,192562.0,0.0,0.0,0.0,0.0,,,,344.0,0.0002,0.0,344.0,0.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2023,513955.0,43836.0,469151.0,0.0,2911583.0,36464334.0,96.0,0.41,-0.03,38.52,62.65,,,,172835.0,0.0,0.0,0.0,0.0,0.1526,,,378.0,0.1298,0.0,0.0,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2024,586916.0,43655.0,543807.0,0.0,2985357.0,35078080.0,89.0,0.26,-0.45,38.45,62.48,,,,164232.0,0.0,0.0,0.0,0.0,0.1298,82.04,0.0,414.48,0.1388,0.0,414.48,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2025,567600.0,45391.0,522607.0,0.0,3015357.0,32617313.0,92.0,0.91,0.37,42.6,74.21,,,,,0.0,0.0,0.0,0.0,0.1388,13.61,0.0,404.91,0.1343,0.0,404.91,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1103,2026,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1388,18.755,0.0,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2005,,,,,,17270897.0,370.0,2.75,1.2,40.49,68.05,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2006,,,,,,18085512.0,360.0,3.5,1.79,37.09,58.96,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2007,,,,,,19129309.0,350.0,3.47,2.09,36.71,58.0,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2008,808569.0,88204.0,710494.0,9871.0,8529136.0,20691335.0,340.0,0.5,-0.22,40.8,68.92,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2009,615306.0,106793.0,499816.0,8697.0,6648078.0,20154886.0,350.0,2.85,2.39,37.57,60.17,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2010,464430.0,99504.0,344174.0,20752.0,4273903.0,17513808.0,307.0,1.13,1.24,26.86,36.72,,,,,,,,,,,,,,,,0.0,1.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2011,367703.0,106374.0,226204.0,35125.0,4696706.0,15706697.0,311.0,1.2,0.79,16.84,20.26,,,,,,,,,,,,,,,,2.0,1.0,1.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2012,342443.0,79472.0,220133.0,42838.0,4826334.0,15908715.0,316.0,1.47,0.68,16.75,20.12,,,,,,,,,,,,,,,,1.0,2.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2013,346881.0,79853.0,231999.0,35029.0,5276157.0,17746983.0,289.0,2.36,2.09,18.08,22.06,,,,,,,,,,,,,,,,0.0,1.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2014,365834.0,95565.0,233109.0,37160.0,5819904.0,19382756.0,291.0,2.04,1.81,18.49,22.69,7775.0,9.29,,83736.0,,,,,,,,,,,,1.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2015,364277.0,100022.0,197222.0,67033.0,5163751.0,19970871.0,312.0,2.64,2.4,19.88,24.81,8375.0,9.29,,90190.0,,,,,,,,,,,,0.0,2.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2016,375844.0,98085.0,206884.0,70875.0,4622199.0,20347150.0,331.0,2.62,2.4,19.42,24.1,9476.0,9.29,,102052.0,9.286,0.0,0.0,0.0,,,,,,,,2.0,3.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2017,387681.0,88234.0,213980.0,85467.0,4405376.0,21229208.0,328.0,1.72,1.86,19.19,23.75,9388.0,9.3,,100948.0,9.285,0.0,0.0,0.0,,,,,,,,2.0,2.0,1.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2018,388436.0,97866.0,214259.0,72968.0,4780994.0,22576572.0,325.0,1.5,1.35,21.03,26.63,8538.0,9.49,,92699.0,9.3,0.0,0.0,0.0,,,,,,,,1.0,2.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2019,415870.0,111291.0,234573.0,68691.0,5005731.0,23401933.0,402.0,2.2,1.92,22.64,29.27,6151.0,8.28,,74289.0,9.21,0.0,0.0,0.0,,,,,,,,5.0,1.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2020,413889.0,101731.0,241974.0,69195.0,5426217.0,24102936.0,424.0,2.32,1.63,22.06,28.31,6531.0,8.75,,74644.0,8.28,0.0,0.5,0.0,,,,,,,,0.0,5.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2021,421615.0,84347.0,261793.0,78683.0,6079107.0,25096822.0,445.0,1.88,1.5,22.76,29.47,,,,2700.0,8.75,0.0,0.5,0.0,,,,656.4,0.0002,0.0,656.4,0.0,1.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2022,525210.0,119394.0,299545.0,92355.0,7055789.0,27811895.0,501.0,1.35,2.68,22.6,29.2,43200.0,,15.0,297200.0,0.0,0.0,1.0,0.0,,,,16243.7284,0.0036,0.0,16243.7284,5.0,0.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
1104,2023,567729.0,148387.0,354761.0,72623.0,7802362.0,28189560.0,538.0,2.53,1.73,19.55,24.3,37000.0,,13.0,287900.0,14.54,0.0,1.0,0.0,2.3022,,,12203.0,0.0026,0.0,12203.0,0.0,1.0,0.0,提煉與礦產加工,M1100,水泥工業,水泥製造,水泥製造
