證券代碼,西元年份,營業費用,推銷費用,管理費用,研究發展費,營業收入淨額,資產總額,員工人數-母公司,ROA(C)稅前息前折舊前,ROA(A)稅後息前,負債比率,總負債/總淨值,回收利用水量,製程水回收率%,水回收率%,總用水量(含回收水),E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_GRI_廢棄物管理揭露度,E_每百萬營收廢棄物,E_有害廢棄物回收百分比%,G_報廢產品及電子廢棄物再循環百分比%,總重量(有害+非有害)(噸),廢棄物密集度(公噸/單位),有害廢棄物量(公噸),非有害廢棄物量(公噸),一般廢棄物罰鍰次數,事業廢棄物罰鍰次數,廢棄物清除處理機構罰鍰次數,SASB主產業,TSE產業_代碼,TSE產業_名稱,TEJ產業_名稱,TEJ子產業_名稱
4554,2020,121691.0,30766.0,31062.0,57154.0,353845.0,567308.0,125.0,3.19,0.41,31.23,45.41,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,運輸,M2331,其他電子業,汽車組件,車載電子件
4554,2021,131934.0,43097.0,31511.0,56954.0,458335.0,746873.0,128.0,3.0,1.99,42.57,74.12,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,運輸,M2331,其他電子業,汽車組件,車載電子件
4554,2022,132965.0,48960.0,32590.0,52862.0,355981.0,607936.0,124.0,-1.53,-1.58,28.21,39.3,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,運輸,M2331,其他電子業,汽車組件,車載電子件
4554,2023,131994.0,40981.0,35307.0,54909.0,365794.0,615861.0,123.0,2.76,1.93,28.65,40.15,,,,,0.0,0.0,0.0,0.0,0.1799,,,,,,,,,,運輸,M2331,其他電子業,汽車組件,車載電子件
4554,2024,146529.0,48947.0,42700.0,55146.0,406606.0,707306.0,122.0,2.12,1.3,35.25,54.43,,,,5.25,0.0,0.0,0.0,0.0,0.2406,30.81,23.11,9.24,,0.04,9.2,,,,運輸,M2331,其他電子業,汽車組件,車載電子件
4554,2025,169584.0,61780.0,46582.0,60262.0,493070.0,769559.0,123.0,3.97,2.73,33.87,51.23,,,,,0.0,0.0,0.0,3.0,0.0227,31.365,23.11,4.515,,0.165,4.35,,,,運輸,M2331,其他電子業,汽車組件,車載電子件
4554,2026,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,0.0227,44.78,55.09,,,,,,,,運輸,M2331,其他電子業,汽車組件,車載電子件
4555,2013,,,,,,2558131.0,214.0,11.56,7.48,16.44,19.67,,,,,,,,,,,,,,,,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4555,2014,281459.0,120448.0,130388.0,30623.0,1336101.0,3056743.0,230.0,3.6,2.33,23.04,29.94,,,,,,,,,,,,,,,,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4555,2015,326237.0,152178.0,135886.0,38173.0,1367062.0,3657734.0,249.0,1.21,0.34,23.61,30.91,,,,,,,,,,,,,,,,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4555,2016,331082.0,141784.0,111693.0,77605.0,1226410.0,3108800.0,244.0,1.42,0.36,15.9,18.9,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4555,2017,382528.0,165442.0,125111.0,91975.0,1473795.0,3580283.0,248.0,2.42,1.07,25.56,34.33,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4555,2018,446252.0,190723.0,135779.0,116307.0,1704371.0,3948561.0,246.0,1.2,0.77,31.78,46.59,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4555,2019,385608.0,168516.0,123047.0,93291.0,1367070.0,3897786.0,236.0,1.31,0.19,34.83,53.45,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4555,2020,378424.0,139770.0,122787.0,105893.0,1582138.0,4698229.0,198.0,1.59,0.67,43.07,75.66,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4555,2021,418745.0,160484.0,146468.0,116888.0,2033175.0,4558837.0,209.0,2.19,0.94,38.21,61.84,,,,5700.0,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4555,2022,424059.0,148312.0,151824.0,125329.0,1804497.0,4622678.0,214.0,1.61,0.61,35.0,53.85,,,,4800.0,0.0,0.0,0.0,0.0,,,,35.0,0.0539,0.0,35.0,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4555,2023,393985.0,139362.0,145772.0,111348.0,1377230.0,4409609.0,184.0,0.76,-0.43,34.66,53.03,,,,5044.0,0.0,0.0,0.0,0.0,0.0194,,,1.12,0.0026,0.0,1.12,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4555,2024,429763.0,162101.0,152634.0,109247.0,1491488.0,4401529.0,183.0,0.99,-0.01,33.73,50.9,,,,5288.0,0.0,0.0,0.0,0.0,0.0008,9.56,10.605,1.57,0.0011,0.0,1.57,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4555,2025,446146.0,163460.0,174024.0,109276.0,1602951.0,4508765.0,191.0,1.51,0.57,34.54,52.76,,,,,0.0,0.0,0.0,0.0,0.0011,19.685,13.9,58.41,0.1328,0.0,58.41,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4555,2026,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0011,26.16,45.36,,,,,,,,資源轉化,M1500,電機機械,機械,油空壓元件
4556,2013,,,,,,518829.0,78.0,7.71,4.56,27.47,37.87,,,,,,,,,,,,,,,,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4556,2014,133412.0,49997.0,74214.0,9201.0,389953.0,648999.0,80.0,3.63,2.27,20.28,25.44,,,,,,,,,,,,,,,,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4556,2015,142245.0,49987.0,78753.0,13505.0,401461.0,887307.0,93.0,2.7,1.35,29.69,42.24,,,,,,,,,,,,,,,,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4556,2016,153238.0,53995.0,77319.0,21924.0,365891.0,996977.0,135.0,1.08,0.36,40.19,67.2,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4556,2017,146663.0,53038.0,70816.0,22809.0,407760.0,1015151.0,137.0,2.03,0.93,42.14,72.82,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4556,2018,143729.0,57057.0,67741.0,18244.0,496608.0,1073499.0,152.0,2.94,1.4,40.65,68.48,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4556,2019,165749.0,64686.0,81097.0,18975.0,500498.0,1181133.0,145.0,2.85,1.77,32.77,48.73,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4556,2020,175833.0,58490.0,99028.0,17098.0,509121.0,1666947.0,137.0,0.18,-0.41,52.97,112.63,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4556,2021,179688.0,61058.0,107487.0,9903.0,590700.0,1800676.0,130.0,1.49,0.45,56.57,130.24,,,,,0.0,0.0,0.0,0.0,,,,20.785,0.046,0.0,20.785,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4556,2022,191688.0,68442.0,115031.0,5336.0,699344.0,1849738.0,131.0,1.83,0.78,54.55,120.03,,,,,0.0,0.0,0.0,0.0,,,,17.295,0.0356,0.0,17.295,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4556,2023,195027.0,72631.0,111878.0,7195.0,603591.0,1615114.0,131.0,1.77,-0.09,49.78,99.12,,,,,0.0,0.0,0.0,0.0,0.0247,,,,,,,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4556,2024,199448.0,74890.0,116067.0,8936.0,699419.0,1583460.0,128.0,2.08,0.57,47.46,90.32,,,,,0.0,0.0,0.0,0.0,0.0247,9.56,10.605,,,,,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4556,2025,203442.0,74813.0,119703.0,9771.0,673214.0,1588531.0,125.0,2.86,1.36,48.03,92.43,,,,,0.0,0.0,0.0,0.0,0.2591,19.685,13.9,10.08,,0.0,10.08,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4556,2026,,,,,,,,,,,,,,,,3.505,0.0,0.0,0.0,0.03,26.16,45.36,,,,,,,,資源轉化,M9900,其他,其他電製品,其他電製品
4557,2014,209782.0,86439.0,100714.0,22629.0,1299069.0,1431666.0,,5.81,3.79,36.47,57.41,,,,,,,,,,,,,,,,,,,運輸,M2200,汽車工業,汽車組件,車架底盤件
4557,2015,242734.0,96364.0,110723.0,35647.0,1414553.0,1791786.0,,4.06,2.54,23.08,30.01,,,,,,,,,,,,,,,,,,,運輸,M2200,汽車工業,汽車組件,車架底盤件
4557,2016,260664.0,95337.0,117348.0,47979.0,1424198.0,1707027.0,,5.56,4.56,24.32,32.13,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,運輸,M2200,汽車工業,汽車組件,車架底盤件
4557,2017,244343.0,92022.0,108677.0,43644.0,1361401.0,1692671.0,,3.58,2.21,25.5,34.22,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,運輸,M2200,汽車工業,汽車組件,車架底盤件
4557,2018,274184.0,101708.0,121708.0,49373.0,1566620.0,1810174.0,,5.87,3.6,29.87,42.59,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,運輸,M2200,汽車工業,汽車組件,車架底盤件
4557,2019,297660.0,104792.0,142256.0,49853.0,1627538.0,2143703.0,,4.01,2.16,27.93,38.76,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,運輸,M2200,汽車工業,汽車組件,車架底盤件
4557,2020,270973.0,91847.0,126389.0,49924.0,1491678.0,2284270.0,,3.17,1.69,33.24,49.8,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,運輸,M2200,汽車工業,汽車組件,車架底盤件
4557,2021,292386.0,103433.0,132037.0,48996.0,1997761.0,2970538.0,,4.09,3.42,40.55,68.2,,,,23680.0,0.0,0.0,0.0,0.0,,,,,,,,,,,運輸,M2200,汽車工業,汽車組件,車架底盤件
4557,2022,399575.0,133315.0,189276.0,71293.0,2994932.0,3395507.0,,3.91,2.52,39.47,65.21,,,,21579.0,0.0,0.0,0.0,0.0,,,,,,,,,,,運輸,M2200,汽車工業,汽車組件,車架底盤件
4557,2023,524555.0,179906.0,232110.0,108783.0,3234167.0,4059723.0,,3.94,2.58,45.51,83.53,,,,22236.0,0.0,0.0,0.0,0.0,0.1799,,,69.53,,16.62,52.91,,,,運輸,M2200,汽車工業,汽車組件,車架底盤件
4557,2024,571116.0,206870.0,238311.0,128174.0,3915108.0,5189444.0,,4.49,2.91,50.85,103.47,,,,190.0,0.0,0.0,0.0,0.0,0.0215,30.81,23.11,1134.34,0.413,195.89,938.45,,,,運輸,M2200,汽車工業,汽車組件,車架底盤件
4557,2025,1174794.0,203039.0,292116.0,170124.0,3970768.0,5654200.0,,2.92,1.67,51.11,104.54,,,,,0.0,0.0,2.5,2.5,0.2897,44.78,23.11,1197.2616,0.224,72.8715,1124.3901,,,,運輸,M2200,汽車工業,汽車組件,車架底盤件
4557,2026,,,,,,,,,,,,,,,,0.0,0.0,2.5,2.5,0.2897,44.78,55.09,,,,,,,,運輸,M2200,汽車工業,汽車組件,車架底盤件
4558,2013,,,,,,1256592.0,219.0,5.04,3.13,67.24,205.23,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4558,2014,,,,,,1397326.0,246.0,2.66,1.68,66.18,195.67,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4558,2015,,,,,,1319959.0,241.0,3.82,3.01,62.13,164.07,,,,,,,,,,,,,,,,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4558,2016,,,,,,1460613.0,251.0,4.65,2.61,62.29,165.2,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4558,2017,,,,,,1439853.0,276.0,5.19,2.12,60.81,155.17,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4558,2018,,,,,,1532975.0,288.0,4.43,2.32,63.69,175.37,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4558,2019,,,,,,1410690.0,296.0,2.8,0.91,62.1,163.86,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4558,2020,,,,,,1492214.0,299.0,5.59,3.77,59.85,149.08,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4558,2021,91703.0,23050.0,70699.0,1832.0,2125441.0,2161118.0,316.0,4.14,2.93,65.05,186.12,,,,51176.0,0.0,0.0,0.0,0.0,,,,,,,,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4558,2022,83446.0,21703.0,53716.0,5815.0,1960668.0,2127360.0,324.0,1.7,0.88,56.24,128.54,,,,47493.65,0.0,0.0,0.0,0.0,,,,,,,,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4558,2023,82107.0,19475.0,49619.0,9240.0,1585719.0,2140374.0,325.0,0.01,-0.56,58.83,142.92,,,,45831.82,0.0,0.0,0.0,0.0,1.3396,,,81.938,,0.0,81.938,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4558,2024,87660.0,20839.0,56161.0,15559.0,1452612.0,2446630.0,328.0,0.87,0.17,63.0,170.23,,,,17240.99,0.0,0.0,2.5,2.5,0.0517,94.45,0.0,89.72,0.0617,0.0,89.72,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4558,2025,90961.0,21135.0,57894.0,11891.0,1536359.0,2846920.0,336.0,0.91,0.19,69.25,225.25,,,,,0.0,0.0,1.5,2.5,0.0618,94.8,0.0,61.28,0.0398,0.0,61.28,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4558,2026,,,,,,,,,,,,,,,,0.0,0.0,1.5,2.5,0.0618,94.8,0.0,,,,,,,,提煉與礦產加工,M1500,電機機械,基本金屬,鋁鋅
4559,2013,,,,,,1810641.0,201.0,8.53,4.23,80.84,421.81,,,,,,,,,,,,,,,,,,,消費品,M3700,運動休閒,自行車組件,自行車組件
4559,2014,,,,,,1945375.0,234.0,2.75,0.57,73.18,272.8,,,,,,,,,,,,,,,,,,,消費品,M3700,運動休閒,自行車組件,自行車組件
4559,2015,,,,,,1800417.0,234.0,2.83,0.06,73.2,273.13,,,,,,,,,,,,,,,,0.0,0.0,0.0,消費品,M3700,運動休閒,自行車組件,自行車組件
4559,2016,,,,,,1895567.0,230.0,1.39,-1.12,79.04,377.04,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,消費品,M3700,運動休閒,自行車組件,自行車組件
4559,2017,,,,,,1927429.0,190.0,2.79,0.51,78.94,374.91,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,消費品,M3700,運動休閒,自行車組件,自行車組件
4559,2018,,,,,,1924888.0,172.0,4.1,1.76,68.27,215.2,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,消費品,M3700,運動休閒,自行車組件,自行車組件
4559,2019,,,,,,1792714.0,165.0,3.11,1.06,67.74,209.94,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,消費品,M3700,運動休閒,自行車組件,自行車組件
4559,2020,,,,,,1930161.0,154.0,3.83,2.13,67.62,208.83,,,,4909.0,0.0,0.0,0.0,0.0,,,,,,,,,,,消費品,M3700,運動休閒,自行車組件,自行車組件
4559,2021,,,,,,2072396.0,163.0,5.34,3.31,64.91,184.98,,,,2908.0,0.0,0.0,0.0,0.5,,,,,,,,0.0,0.0,0.0,消費品,M3700,運動休閒,自行車組件,自行車組件
4559,2022,,,,,,2026400.0,164.0,4.06,1.8,62.1,163.87,,,,7107.0,0.0,0.0,0.0,0.5,,,,,,,,,,,消費品,M3700,運動休閒,自行車組件,自行車組件
4559,2023,,,,,,1844032.0,153.0,-1.05,-3.17,66.41,197.73,,,,10660.0,0.0,0.0,0.0,0.0,0.294,,,,,,,,,,消費品,M3700,運動休閒,自行車組件,自行車組件
4559,2024,,,,,,1903114.0,133.0,3.99,1.45,65.35,188.61,,,,4249.0,0.0,0.0,0.5,1.0,0.2495,8.6,0.0,,,,,,,,消費品,M3700,運動休閒,自行車組件,自行車組件
4559,2025,,,,,,1958549.0,108.0,4.14,2.02,65.36,188.68,,,,,0.0,0.0,0.5,1.0,0.269,14.56,61.445,,,,,,,,消費品,M3700,運動休閒,自行車組件,自行車組件
4560,2015,,,,,,1833721.0,,8.5,4.4,47.0,88.67,,,,,,,,,,,,,,,,,,,資源轉化,M1500,電機機械,機械,紡織工具機
4560,2016,238213.0,44528.0,157908.0,35777.0,1176155.0,1667332.0,,2.93,1.2,31.41,45.79,,,,,,,,,,,,,,,,,,,資源轉化,M1500,電機機械,機械,紡織工具機
4560,2017,272008.0,53585.0,180906.0,37517.0,1374470.0,2050698.0,,4.94,3.03,28.57,39.99,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,紡織工具機
4560,2018,314092.0,55799.0,197551.0,60742.0,1816136.0,2333747.0,,4.92,3.1,29.21,41.27,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,紡織工具機
4560,2019,331175.0,58141.0,222240.0,50794.0,1654088.0,2379313.0,,4.32,4.14,28.52,39.89,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,紡織工具機
4560,2020,330240.0,47162.0,178932.0,94829.0,1257464.0,2618205.0,,2.3,1.24,40.58,68.3,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,紡織工具機
4560,2021,356425.0,53656.0,205777.0,79071.0,1722922.0,2434213.0,,4.08,2.87,31.0,44.92,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,紡織工具機
4560,2022,360035.0,48989.0,209202.0,72715.0,1760939.0,2441537.0,,2.9,2.06,24.65,32.71,,,,60230.0,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,紡織工具機
4560,2023,325591.0,50738.0,192130.0,72295.0,1239857.0,2242132.0,,1.85,0.9,22.82,29.56,,,,72200.0,0.0,0.0,0.0,0.0,0.2326,,,,,,,,,,資源轉化,M1500,電機機械,機械,紡織工具機
4560,2024,367097.0,81989.0,206628.0,84446.0,1607273.0,2349874.0,,3.34,2.09,20.62,25.98,,,,38990.0,0.0,0.0,0.0,0.0,0.2671,9.56,10.605,121.931,,0.53,121.401,,,,資源轉化,M1500,電機機械,機械,紡織工具機
4560,2025,344479.0,62727.0,209718.0,69526.0,1718429.0,2469648.0,,4.48,2.5,19.19,23.75,,,,,0.0,0.0,2.5,2.5,0.0759,19.685,13.9,291.523,,0.63,290.893,,,,資源轉化,M1500,電機機械,機械,紡織工具機
4560,2026,,,,,,,,,,,,,,,,0.0,0.0,2.5,2.5,0.0759,26.16,45.36,,,,,,,,資源轉化,M1500,電機機械,機械,紡織工具機
4561,2014,,,,,,1334630.0,129.0,5.74,3.62,65.86,192.92,,,,,,,,,,,,,,,,,,,資源轉化,M1500,電機機械,機械,傳動元件
4561,2015,,,,,,1402648.0,136.0,3.62,1.75,63.77,176.04,,,,,,,,,,,,,,,,,,,資源轉化,M1500,電機機械,機械,傳動元件
4561,2016,,,,,,1515270.0,148.0,2.9,1.65,57.39,134.69,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,傳動元件
4561,2017,87307.0,15231.0,61275.0,10801.0,890676.0,1636618.0,189.0,3.17,1.8,55.07,122.58,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,傳動元件
4561,2018,93252.0,15371.0,66523.0,11358.0,978701.0,1693888.0,192.0,2.44,1.43,43.46,76.87,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,傳動元件
4561,2019,79925.0,16864.0,52644.0,10417.0,707898.0,1667576.0,193.0,1.14,0.2,44.54,80.32,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,傳動元件
4561,2020,82584.0,15771.0,54028.0,12785.0,953216.0,2207172.0,189.0,3.13,2.07,54.93,121.88,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,傳動元件
4561,2021,98903.0,18280.0,63987.0,16543.0,1391841.0,2477377.0,197.0,1.8,0.99,56.12,127.89,,,,,0.0,0.0,0.0,0.0,,,,76.8,5.52,17.4,59.4,,,,資源轉化,M1500,電機機械,機械,傳動元件
4561,2022,103655.0,19724.0,64623.0,17216.0,1115201.0,2396346.0,206.0,1.27,0.64,52.34,109.8,,,,19502.0,0.0,0.0,0.0,0.0,,,,77.97,0.0699,24.87,53.1,,,,資源轉化,M1500,電機機械,機械,傳動元件
4561,2023,133228.0,27720.0,81144.0,21549.0,1198998.0,2411395.0,221.0,3.06,1.87,47.72,91.29,,,,12671.0,0.0,0.0,0.0,0.0,0.0699,,,21.7,,12.1,9.6,,,,資源轉化,M1500,電機機械,機械,傳動元件
4561,2024,157355.0,26224.0,101219.0,33333.0,1196238.0,2339739.0,239.0,1.89,0.91,40.37,67.69,,,,8115.0,0.0,0.0,0.0,0.0,0.0181,9.56,10.605,103.92,,0.0,103.92,,,,資源轉化,M1500,電機機械,機械,傳動元件
4561,2025,154236.0,27664.0,93066.0,35034.0,926946.0,2203127.0,263.0,1.96,0.9,38.16,61.71,,,,,0.0,0.0,1.0,3.0,0.045,19.685,13.9,100.38,,0.0,100.38,,,,資源轉化,M1500,電機機械,機械,傳動元件
4561,2026,,,,,,,,,,,,,,,,0.0,0.0,1.0,3.0,0.0869,26.16,45.36,,,,,,,,資源轉化,M1500,電機機械,機械,傳動元件
4562,2014,,,,,,1563707.0,321.0,17.55,13.75,57.31,134.25,,,,,,,,,,,,,,,,,,,資源轉化,M1500,電機機械,機械,成型工具機
4562,2015,,,,,,1697185.0,368.0,7.95,5.55,52.87,112.17,,,,,,,,,,,,,,,,,,,資源轉化,M1500,電機機械,機械,成型工具機
4562,2016,331868.0,193543.0,85228.0,53097.0,1391738.0,1946539.0,412.0,5.53,4.01,53.9,116.91,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,成型工具機
4562,2017,335656.0,184063.0,86671.0,64922.0,1504683.0,2863157.0,460.0,2.73,1.9,55.74,125.94,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,成型工具機
4562,2018,365241.0,216994.0,86149.0,61816.0,1433323.0,3030217.0,437.0,1.73,1.16,57.91,137.61,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,成型工具機
4562,2019,344250.0,204236.0,82019.0,57061.0,984653.0,3049136.0,424.0,-1.73,-1.94,63.73,175.7,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,成型工具機
4562,2020,286477.0,162267.0,68994.0,59436.0,658110.0,2746009.0,366.0,-1.42,-1.93,65.14,186.88,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,成型工具機
4562,2021,299737.0,165518.0,78227.0,53160.0,823592.0,2810146.0,329.0,-0.99,-1.35,60.02,150.14,,,,,0.0,0.0,0.0,0.0,,,,20.3,,0.0,20.3,,,,資源轉化,M1500,電機機械,機械,成型工具機
4562,2022,301369.0,156059.0,86507.0,50708.0,762235.0,2473551.0,309.0,0.82,0.74,54.27,118.69,,,,,0.0,0.0,0.0,0.0,,,,20.3,,0.0,20.3,,,,資源轉化,M1500,電機機械,機械,成型工具機
4562,2023,314939.0,169724.0,92911.0,46474.0,742197.0,2284897.0,289.0,-1.38,-1.8,53.68,115.91,,,,,0.0,0.0,0.0,0.0,0.0266,,,27.0,,,,,,,資源轉化,M1500,電機機械,機械,成型工具機
4562,2024,347834.0,207985.0,89766.0,53647.0,776841.0,2272581.0,285.0,0.42,-0.08,54.22,118.44,,,,10244.0,0.0,0.0,0.0,0.0,0.0364,9.56,10.605,7.4156,0.0108,0.0,7.4156,,,,資源轉化,M1500,電機機械,機械,成型工具機
4562,2025,371968.0,225287.0,85712.0,62458.0,716411.0,2148291.0,276.0,-1.34,-2.01,57.15,133.35,,,,,0.0,0.0,2.5,2.5,0.0095,19.685,13.9,125.87,0.2264,18.91,106.96,,,,資源轉化,M1500,電機機械,機械,成型工具機
4562,2026,,,,,,,,,,,,,,,,0.0,0.0,2.5,2.5,0.0095,26.16,45.36,,,,,,,,資源轉化,M1500,電機機械,機械,成型工具機
4563,2015,,,,,,2466726.0,191.0,1.95,1.75,57.62,135.99,,,,,,,,,,,,,,,,,,,資源轉化,M1500,電機機械,機械,切削工具機
4563,2016,,,,,,2302779.0,199.0,2.03,1.49,55.88,126.68,,,,,,,,,,,,,,,,,,,資源轉化,M1500,電機機械,機械,切削工具機
4563,2017,300092.0,133255.0,108786.0,58051.0,1960940.0,2160298.0,210.0,2.65,1.93,52.2,109.21,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,切削工具機
4563,2018,328019.0,146535.0,122967.0,58517.0,2018851.0,2285789.0,214.0,0.73,0.48,43.36,76.54,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,切削工具機
4563,2019,425789.0,141477.0,224608.0,59704.0,1915076.0,4561386.0,215.0,-0.6,-1.33,70.74,241.72,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,切削工具機
4563,2020,541755.0,98298.0,385084.0,58373.0,2094089.0,3740169.0,184.0,1.29,-4.84,64.66,183.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,切削工具機
4563,2021,488543.0,152618.0,264704.0,69611.0,2022548.0,3747417.0,160.0,0.53,-1.36,70.62,240.39,,,,2861.0,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,切削工具機
4563,2022,589564.0,158673.0,357442.0,69394.0,2583957.0,3908848.0,166.0,1.83,0.26,67.18,204.7,,,,3084.0,0.0,0.0,0.0,0.0,,,,,,,,,,,資源轉化,M1500,電機機械,機械,切削工具機
4563,2023,567582.0,148170.0,331273.0,77771.0,2770750.0,3831261.0,178.0,2.02,0.73,62.93,169.75,,,,2954.0,0.0,0.0,0.0,0.0,0.2326,,,100.69,0.0768,0.0,100.69,,,,資源轉化,M1500,電機機械,機械,切削工具機
4563,2024,692410.0,155839.0,391069.0,133193.0,3240019.0,4239251.0,180.0,3.05,1.44,60.34,152.11,,,,4051.0,0.0,0.0,0.0,0.0,0.0363,9.56,10.605,76.49,0.05,0.0,76.49,,,,資源轉化,M1500,電機機械,機械,切削工具機
4563,2025,960623.0,180418.0,380342.0,136542.0,2869443.0,4268080.0,179.0,-3.55,-3.8,65.23,187.62,,,,,0.0,0.0,0.0,2.5,0.0236,19.685,13.9,74.52,0.0598,0.0,74.52,,,,資源轉化,M1500,電機機械,機械,切削工具機
