模型,類型,遞延期,Water_Var,變數,角色,係數,穩健SE,t值,p值,顯著性,N,公司數,adj_R2
模型5 廢棄物罰鍰 L1(t-1),廢棄物穩健,1,WasteFine_l1,ROA_D_dREV,控制交乘,0.014318755256605352,0.004273614177125234,3.350502563672527,0.0008066506271236653,***,3849,897,0.36433222033781965
模型5 廢棄物罰鍰 L1(t-1),廢棄物穩健,1,WasteFine_l1,Lev_D_dREV,控制交乘,-0.0014535187323311298,0.0009619581188595725,-1.5110000153170033,0.13078844697001515,,3849,897,0.36433222033781965
模型5 廢棄物罰鍰 L1(t-1),廢棄物穩健,1,WasteFine_l1,Decrease_D_dREV,控制交乘,0.053806604828096107,0.03926681250901555,1.3702819605167154,0.1705989020194838,,3849,897,0.36433222033781965
模型5 廢棄物罰鍰 L2(t-2),廢棄物穩健,2,WasteFine_l2,dLNREV,β1,0.3811261717750441,0.02463578193365757,15.470431293855015,5.493773886034196e-54,***,3805,887,0.3586368429666288
模型5 廢棄物罰鍰 L2(t-2),廢棄物穩健,2,WasteFine_l2,D_x_dREV,β2(黏性),-0.21812778797594407,0.27568919949218396,-0.7912090440167141,0.42882201475633586,,3805,887,0.3586368429666288
模型5 廢棄物罰鍰 L2(t-2),廢棄物穩健,2,WasteFine_l2,WasteFine_D_dREV_l2,β3(三重交乘),-0.0021171958447595376,0.003028938313520903,-0.698989423227462,0.4845586407616006,,3805,887,0.3586368429666288
模型5 廢棄物罰鍰 L2(t-2),廢棄物穩健,2,WasteFine_l2,WasteFine_l2,β4(水主效果),-7.6058852501849115e-06,0.00011123986136644433,-0.06837373902444685,0.9454881261193976,,3805,887,0.3586368429666288
模型5 廢棄物罰鍰 L2(t-2),廢棄物穩健,2,WasteFine_l2,Size_D_dREV,控制交乘,0.020166189577181963,0.016183951917742592,1.2460608928943748,0.2127420406484638,,3805,887,0.3586368429666288
模型5 廢棄物罰鍰 L2(t-2),廢棄物穩健,2,WasteFine_l2,AI_D_dREV,控制交乘,-0.0065782741267739,0.002285309237882347,-2.8785050258097997,0.003995649141627495,***,3805,887,0.3586368429666288
模型5 廢棄物罰鍰 L2(t-2),廢棄物穩健,2,WasteFine_l2,EI_D_dREV,控制交乘,5.832125614898073,99.82305838677235,0.05842463363826262,0.9534103934767996,,3805,887,0.3586368429666288
模型5 廢棄物罰鍰 L2(t-2),廢棄物穩健,2,WasteFine_l2,ROA_D_dREV,控制交乘,0.02317706069681138,0.006050328048366565,3.830711411271096,0.0001277732961623285,***,3805,887,0.3586368429666288
模型5 廢棄物罰鍰 L2(t-2),廢棄物穩健,2,WasteFine_l2,Lev_D_dREV,控制交乘,-0.002021664962087102,0.0008938607163025712,-2.261722576252887,0.02371454898199817,**,3805,887,0.3586368429666288
模型5 廢棄物罰鍰 L2(t-2),廢棄物穩健,2,WasteFine_l2,Decrease_D_dREV,控制交乘,0.06155996988165622,0.04024865380196218,1.5294914007448142,0.12614266924197373,,3805,887,0.3586368429666288
