論文名稱,畢業學年度,學位類別,作者,博碩士論文網址
國軍新進人員對工作環境安全認知與行為之研究-以南部某機場為例,112,碩士,趙維証,https://hdl.handle.net/11296/8339f6
國軍人員低碳生活之知識、態度與行為研究,112,碩士,朱文璿,https://hdl.handle.net/11296/849js9
推動優良工程金安獎之歷程研究,112,碩士,呂芷萱,https://hdl.handle.net/11296/875v5t
數位服務便利性與品質對臨床醫師滿意度與忠誠度之影響-以原廠藥商為例,112,碩士,邱莉茪,https://hdl.handle.net/11296/8axwqs
大仁科技大學教職員對 ESG 認知之研究,112,碩士,蔡沛綸,https://hdl.handle.net/11296/8rzbr8
美濃菸樓活化成功案例之探討,112,碩士,鍾進龍,https://hdl.handle.net/11296/8zc28j
後疫情路跑參與者之參與動機與休閒效益之研究-以屏東路跑為例,112,碩士,黃金鈴,https://hdl.handle.net/11296/926c8m
路跑運動之參與動機、遊憩體驗、滿意度及參與意願之研究-以軍職人員為例,112,碩士,黃瑞廷,https://hdl.handle.net/11296/943a2f
飛機維修人員肌肉骨骼傷害調查及其改善方法探討,112,碩士,張博智,https://hdl.handle.net/11296/98s2j4
消防人員的工作壓力、休閒調適對身心健康影響之研究,112,碩士,陳靖朋,https://hdl.handle.net/11296/9etndu
親子露營者休閒涉入對心流體驗與幸福感之研究,112,碩士,劉致廷,https://hdl.handle.net/11296/a9geks
安全行為觀察對降低營造業職災事故的成效-以台灣某外商工程管理公司為例,112,碩士,王俊斌,https://hdl.handle.net/11296/b24628
屏東地區自行車使用者休閒效益之研究,112,碩士,江冠樺,https://hdl.handle.net/11296/bv9bt8
遊客對地方節慶活動的體驗價值、滿意度與重遊意願之研究-以屏東縣東港黑鮪魚文化季為例,112,碩士,周俊呈,https://hdl.handle.net/11296/dbeup3
營造業局限空間作業危害因子與防災對策探討-以「天然氣管線輸送系統工程」為例,112,碩士,陳宥宏,https://hdl.handle.net/11296/dns2wa
屏東平地高樹咖啡與山地德文咖啡職農垂直營銷之研究,112,碩士,曾盛花,https://hdl.handle.net/11296/e84m82
族語教學創新教具之應用探討-以屏東縣春日鄉立幼兒園古華分班為對象,112,碩士,洪立晴,https://hdl.handle.net/11296/enbkd7
音樂教育課程設計與學習成效探究:以布農族童謠教學為例,112,碩士,曾雅宣,https://hdl.handle.net/11296/epyu4q
校園安全衛生教育訓練成效評估-以南部某科技大學為例,112,碩士,戴玉鳳,https://hdl.handle.net/11296/eu68tb
消防人員職業倦怠、社會支持對主觀幸福感影響之研究,112,碩士,吳秉軒,https://hdl.handle.net/11296/fny27y
國軍緊急救護員職場壓力與身心健康相關性探討-以南部某陸軍單位為例,112,碩士,劉文智,https://hdl.handle.net/11296/g9ckbm
沉浸式族語教學之教學創新策略探討,112,碩士,郭惠萍,https://hdl.handle.net/11296/grz8h2
工作壓力與社會支持對職業倦怠影響-以休閒參與為調節變量,112,碩士,黃仲玟,https://hdl.handle.net/11296/gvh2p5
双因子激勵在工作-休閒衝突對工作退縮行為影響,112,碩士,許鎮祺,https://hdl.handle.net/11296/h5428c
屏東縣鄉鎮市公所公務員休閒參與、宗教信仰與生活滿意度研究,112,碩士,李慧萍,https://hdl.handle.net/11296/hjccdr
Otago運動對高齡者增進休閒運動效益之探討,112,碩士,陳亮縈,https://hdl.handle.net/11296/hw64kj
韓國養生飲食之研究,112,碩士,蘇紫淋,https://hdl.handle.net/11296/jhrk2h
黑水虻循環農業教學對偏鄉學童知識、態度與行為之影響-以屏東縣屏北地區國小為例,112,碩士,鍾征勳,https://hdl.handle.net/11296/k4yz3k
藥學系中藥課程模擬考行動應用程式之研發,112,碩士,麥苑芯,https://hdl.handle.net/11296/mpb33r
十二週彈力帶介入對高齡者功能性體適能之影響,112,碩士,張森,https://hdl.handle.net/11296/mz6bfk
休閒運動、睡眠品質與幸福感關係之研究-- 以高雄市國小教師為例,112,碩士,林晏辛,https://hdl.handle.net/11296/n25p78
文創產業創新管理之幸福感研究 -以生命禮儀職場之工時制度為例,112,碩士,蔡慧敏,https://hdl.handle.net/11296/n7u2tc
遊客對淨園農場旅遊意象、環境知覺、旅遊體驗與重遊意願之研究,112,碩士,謝尚勳,https://hdl.handle.net/11296/nd6uv3
保險業務員工作壓力與休閒調適策略對工作績效影響之研究,112,碩士,張立瑀,https://hdl.handle.net/11296/p49zh8
探討數位內容訊息涉入與月嫂服務之滿意度 －以屏東到宅母嬰照護平台為例,112,碩士,潘美澂,https://hdl.handle.net/11296/p8rj3m
原住民族部落文化健康站照顧服務員的現況與限制- 以屏東縣三地門鄉照顧服務員為例,112,碩士,周珍玲,https://hdl.handle.net/11296/pj83y9
黑水虻幼蟲降解受污染土壤中TPHs之效能,112,碩士,鄭安宏,https://hdl.handle.net/11296/pvatt2
空軍陸上運輸職業災害認知及預防改善措施 -以大型車為例,112,碩士,張智凱,https://hdl.handle.net/11296/pw23jt
遊戲融入教學對國小數學學習成效影響之研究-以一位數加法為例,112,碩士,陳譽方,https://hdl.handle.net/11296/qu42c3
臺灣原住民文化園區遊客之環境知覺、旅遊體驗、滿意度與重遊意願關係之研究,112,碩士,羅婷,https://hdl.handle.net/11296/rh8ktb
遊客對墾丁地區旅遊目的地品質、信任、口碑意向、與再訪意圖研究,112,碩士,鍾玉芳,https://hdl.handle.net/11296/rr2bqz
目的地屬性對遊客知覺小琉球旅遊體驗品質、滿意度與行為意向影響研究,112,碩士,胡博勛,https://hdl.handle.net/11296/sgt8p4
少子化衝擊下的幼兒園經營創新策略： 以屏東市某幼兒園為例,112,碩士,湯幼禪,https://hdl.handle.net/11296/shk88f
遊客對茂林地區旅遊之目的地意象、旅遊體驗與重遊意願之研究,112,碩士,杜昇豪,https://hdl.handle.net/11296/t7g39y
疫情後嬰幼兒奶粉市場變化與消費者購買行為之研究 -以連鎖藥局通路為例,112,碩士,葉懿霆,https://hdl.handle.net/11296/vftbx4
圖書館使用者休閒涉入、場地依附感與休閒效益關係之研究—以屏東縣立圖書館總館為例,112,碩士,林玉涓,https://hdl.handle.net/11296/vg8627
兒少性剝削社會工作者職涯發展歷程,112,碩士,黃文綾,https://hdl.handle.net/11296/w2gv4b
家長對幼兒讀經的態度及其對幼兒教養影響之探討-以某幼兒園為例,112,碩士,黃雅玲,https://hdl.handle.net/11296/x8v8f4
傳統糕餅業網路營銷策略之研究 ~以美美蔥香夾餅工坊為例,112,碩士,唐湘雲,https://hdl.handle.net/11296/xcs72c
優化海口海洋環境與規劃分析,112,碩士,黃原泓,https://hdl.handle.net/11296/y99upy
蚯蚓養殖對土壤改良之研究,112,碩士,吳易蒼,https://hdl.handle.net/11296/yavf9p
原住民族琉璃珠工藝發展- 以排灣族巫瑪斯「雷賜琢磨藝房」 琉璃創發記事為例,112,碩士,羅美惠,https://hdl.handle.net/11296/ybxnu5
屏東農場經營與發展之研究~以高樹「阿九農場」為例,112,碩士,林岳承,https://hdl.handle.net/11296/yfk86z
大仁科技大學校園碳盤查之研究,112,碩士,林聖益,https://hdl.handle.net/11296/z6cdrd
屏東縣高樹鄉職農運用故事行銷之研究,112,碩士,陳紫綾,https://hdl.handle.net/11296/z9nuz4
以功能性矽甲烷提升仿生矽化包埋碳酸酐酶之性能,112,碩士,孔勝玄,https://hdl.handle.net/11296/25reqa
客戶盡職調查導入流程機器人之研究,112,碩士,姜義德,https://hdl.handle.net/11296/2p5cta
旅遊APP設計品質、知覺價值對使用滿意度、使用意圖之影響,112,碩士,羅晨維,https://hdl.handle.net/11296/2t4779
直接甲酸燃料電池陽極鈀觸媒之製備最佳化探討,112,博士,鄒盛榮,https://hdl.handle.net/11296/2uvr83
手機旅遊應用程式行程資訊顯示與修改的使用者介面研究,112,碩士,鄭易輝,https://hdl.handle.net/11296/3394ne
PCIe信號完整性與接收感度惡化之研究,112,碩士,林承洋,https://hdl.handle.net/11296/34kbbn
透過銦前驅層成長法以分子束磊晶技術成長碲硒化銦三元化合物薄膜之特性探討,112,碩士,楊家丞,https://hdl.handle.net/11296/36zy2v
公司聲譽、期望符合對滿意度、信任及顧客關係績效的影響-華語教學機構的實證研究,112,碩士,何家敏,https://hdl.handle.net/11296/376bvn
表面機械加工及拋光缺陷對模具鋼之耐蝕性影響,112,碩士,黃翊如,https://hdl.handle.net/11296/37u3b6
台灣服務業情緒勒索知覺、工作壓力與離職傾向之關聯研究–以人格特質為調節變數,112,碩士,許彧維,https://hdl.handle.net/11296/3g9zt9
用於儲能應用的電活性蒽醌支架及其碳複合材料的研究,112,碩士,劉庭瑋,https://hdl.handle.net/11296/3gqy4c
啓發式卡片在循環設計中的應用研究,112,博士,曹鑫,https://hdl.handle.net/11296/3ureg7
熱氫暨後續真空除氫後對Ti-6Al-7Nb合金機械特性影響之研究,112,碩士,黃承彬,https://hdl.handle.net/11296/3x4k5g
攜帶外泌體和氧氣的熱敏水凝膠可促進燒傷傷口癒合和再生,112,碩士,葉政昊,https://hdl.handle.net/11296/43dp5k
通過在GPU上進行流水線運算來 實踐CNN卷積層的高效率邊緣計算,112,碩士,李家宏,https://hdl.handle.net/11296/43sttv
使用Bi-LSTM 估測鋰離子電池之電池健康狀態及Bi-GRU 估計電池電量狀態,112,碩士,黃智仁,https://hdl.handle.net/11296/447ayx
基於5G NR波形之索引調變之峰均功率比效能評估,112,碩士,梅福盛,https://hdl.handle.net/11296/5epbs6
以心流理論探討吞嚥困難復健互動裝置設計之研究,112,碩士,葉繼學,https://hdl.handle.net/11296/5h6w9x
具步態監測之助行器研發,112,碩士,顏立人,https://hdl.handle.net/11296/5jyf64
以YOLOv7進行道路標誌偵測與文字辨識,112,碩士,許家豪,https://hdl.handle.net/11296/5ksmz2
橋梁箱涵內牆面缺陷檢測機器人之研發,112,碩士,張譯丰,https://hdl.handle.net/11296/5yn8m3
工廠表後儲能之最適裝置容量與效益分析,112,碩士,尤楷霖,https://hdl.handle.net/11296/6j223g
試管動機及生育補助之認知對生育補助之滿意度及生育意願之影響-以施術試管嬰兒民眾為例,112,碩士,張莉羚,https://hdl.handle.net/11296/6pbj5p
均質化處理對含大量S相顆粒 7085鋁合金微觀組織與機械性質之影響,112,碩士,羅愛雅,https://hdl.handle.net/11296/6q8nx6
生成式人機互動技術研究,112,碩士,羅暐翔,https://hdl.handle.net/11296/6vvpe4
寵物疾病網站的介面設計及使用者體驗對使用者信賴度之研究,112,碩士,黃奕瑄,https://hdl.handle.net/11296/6z8rrm
探討零信任架構下中小企業網路微分段的策略設計與實現,112,碩士,張書涵,https://hdl.handle.net/11296/6z9b73
多孔電紡鉑鈷合金奈米纖維製作與質子交換膜燃料電池電觸媒應用研究,112,碩士,呂韋德,https://hdl.handle.net/11296/728wb4
促進英語合作學習的卡牌遊戲設計研究,112,碩士,鄒安妮,https://hdl.handle.net/11296/74m6xn
自動駕駛汽車之後方溝通線索設計影響其他汽車駕駛員認知研究,112,碩士,王運正,https://hdl.handle.net/11296/77uft5
以UTAUT2模式探討求職者對人工智慧招募系統之使用意圖,112,碩士,董子豪,https://hdl.handle.net/11296/7985gd
建立大數據為基礎的通用設計開發模式,112,博士,繆煒,https://hdl.handle.net/11296/7kga45
熱處理設備改善之節能減碳及處理件品質檢驗,112,碩士,賴昊麟,https://hdl.handle.net/11296/7sckeb
兩輪輪椅之適應模糊PID軌跡追蹤控制,112,碩士,莫庭瑋,https://hdl.handle.net/11296/7th98w
運用R語言進行威脅情資探勘及資安風險排除與實作驗證之研究,112,碩士,林玉山,https://hdl.handle.net/11296/86bexn
音樂情緒識別之情緒特徵及機器學習演算法研究,112,碩士,皮朋九,https://hdl.handle.net/11296/8d9d77
青銀世代工作動機、工作需求對工作績效之影響,112,碩士,林大安,https://hdl.handle.net/11296/8efyea
快速升溫熱退火處理製備多晶鍺,112,碩士,謝秉霖,https://hdl.handle.net/11296/8eu8xv
高齡者虛擬實境遊戲遊玩輔助設計之研究,112,碩士,李佳恩,https://hdl.handle.net/11296/8wn7v9
超臨界流體萃取生物材料色素之研究,112,碩士,洪巧宜,https://hdl.handle.net/11296/93tz8z
敘事理論導入東南亞學生設計教學之研究,112,博士,馬慈均,https://hdl.handle.net/11296/93ve8s
基於YOLO與注意力模組之盲人辨識,112,碩士,汪建豪,https://hdl.handle.net/11296/99knz8
以使用者經驗設計建構互動式水利防災教育網站,112,碩士,吳孟璇,https://hdl.handle.net/11296/9d84pf
基於微控制器之智慧裝置技術研究──以手勢辨識控制空調為例,112,碩士,黃建喬,https://hdl.handle.net/11296/9t35vp
以編碼器解碼器基礎實現太陽能發電預測,112,碩士,蔡郁邦,https://hdl.handle.net/11296/agjj9z
以S-O-R模型探討Instagram使用者對限時動態產品廣告之購買意願,112,碩士,楊孟芝,https://hdl.handle.net/11296/amvt6h
變化氣體流量對ADI電弧沉積CrAlSiN多層膜表面性質之影響,112,碩士,張喆宏,https://hdl.handle.net/11296/c7b3u3
手部復健互動遊戲裝置之設計模式研究,112,博士,楊楚君,https://hdl.handle.net/11296/c8qyk2
外轉式直流無刷電機之最佳化分析與設計,112,碩士,蘇明泰,https://hdl.handle.net/11296/cgar8n
應用深度學習預測LTE基地台之電量消耗研究,112,碩士,李廉程,https://hdl.handle.net/11296/cjbdhe
沃斯回火延性鑄鐵電弧沉積(TiCrCuAlSi)N多元氮化物陶瓷硬膜之特性探討,112,碩士,黃美榛,https://hdl.handle.net/11296/cq8329
COVID-19焦慮、健康意識及價格意識對保健食品購買意願之影響,112,碩士,葉千瑜,https://hdl.handle.net/11296/d84jf8
電助自行車之外轉式直流無刷電機性能分析與設計,112,碩士,林冠翰,https://hdl.handle.net/11296/d8t342
橋梁鋼纜HDPE套管視覺檢測設備開發,112,碩士,葉謙,https://hdl.handle.net/11296/db37v6
聊天機器人虛擬頭像擬人化設計對使用者信任感的影響 — 以心理健康對話式介面為例,112,碩士,吳清茹,https://hdl.handle.net/11296/dhfjc5
以PCOM-B理論探討美業應用程式之使用行為,112,博士,張洋文,https://hdl.handle.net/11296/dx9vz7
建構GPA胜肽與碳酸酐酶之融合蛋白以提升碳封存速率,112,碩士,蔡承諭,https://hdl.handle.net/11296/emsa45
影響民眾對屋頂型太陽能板裝置意願的因素探討—以大台北地區為例,112,碩士,游韻蓁,https://hdl.handle.net/11296/f87r2y
公司治理機制下內部人持股比例對績效之影響,112,碩士,賴彥呈,https://hdl.handle.net/11296/fa993y
芳香療法於銀髮族之服務設計,112,碩士,謝淑芬,https://hdl.handle.net/11296/fu7883
應用整合型科技接受模型探討樂齡玩具設計要素研究,112,博士,陳相如,https://hdl.handle.net/11296/fxfb4g
循環經濟設計思考策略導入產品設計之系統動力學方法,112,碩士,謝維,https://hdl.handle.net/11296/g8ewav
不同客製化產品網站之材質與用戶體驗研究,112,碩士,張欣儒,https://hdl.handle.net/11296/gu29zg
探討線上ESG資訊的傳播:推敲可能性模型,112,碩士,方心為,https://hdl.handle.net/11296/h8g3wd
AI代言人對廣告效果之影響,112,碩士,王新語,https://hdl.handle.net/11296/hk9w9v
聽覺與視覺對迷你遊戲玩家表現和體驗之影響,112,碩士,呂易展,https://hdl.handle.net/11296/hn77yg
以不同方式合成應用於直接甲酸氧化之 PdCu/MWCNTs 電觸媒,112,碩士,李浚瑋,https://hdl.handle.net/11296/j68hs3
LED 導光板架構設計與效益分析,112,碩士,郭仁傑,https://hdl.handle.net/11296/j6u692
預先冷加工對熱氫製程後Ti-6Al-4V合金晶粒細化與硬化之影響,112,碩士,林家賢,https://hdl.handle.net/11296/jk4uu5
"以1,3,4-噁二唑為核心之彎曲型的席夫鹼液晶分子來誘導藍相液晶",112,碩士,李雅晴,https://hdl.handle.net/11296/k743vk
使用機器人流程自動化(RPA)於捷運工程圖檔管理,112,碩士,蘇家淇,https://hdl.handle.net/11296/k8s32u
環境企業社會責任與中間財訂價策略,112,碩士,柯文鈴,https://hdl.handle.net/11296/kx4f4g
政府獎勵措施對中小企業節能減碳策略之影響,112,碩士,張友妮,https://hdl.handle.net/11296/m2g52c
快速固化溶液效應對氧化鉭鈦酸鋇應用於新式根管填充材料之研究,112,碩士,郭弘翔,https://hdl.handle.net/11296/m4p84y
購買碳足跡標籤產品之意願-以台灣地區為例,112,碩士,張珮瑜,https://hdl.handle.net/11296/m5ry75
預先冷加工暨後續熱氫處理對CP-Ti晶粒細化與硬度強化影響之研究,112,碩士,符哲,https://hdl.handle.net/11296/m8xm4h
以分子束磊晶法輔以預銦化及後銦化改質技術成長二維三元化合物硒化銦鎵薄膜與特性分析,112,碩士,楊皓寧,https://hdl.handle.net/11296/md4nf9
現代物質感知於注意力研究,112,博士,游庭昀,https://hdl.handle.net/11296/mp5wka
Instagram 的美食資訊對於使用者態度以及 購買意願的影響 ─ 推敲可能性模型的應用,112,碩士,周子淳,https://hdl.handle.net/11296/mp73b9
建置滲透測試實驗室系統與實作之研究-以網站應用程式安全測試能力為例,112,碩士,林秉輝,https://hdl.handle.net/11296/mvh9me
以心流理論探討上肢復健之互動裝置設計研究,112,碩士,王敬言,https://hdl.handle.net/11296/n822rm
論寶石資訊於網路銷售平台之設計應用,112,碩士,林采妮,https://hdl.handle.net/11296/nfc59e
動物之色彩心理與性格適配研究：以貓為例,112,碩士,吳姵萱,https://hdl.handle.net/11296/ngp5dz
環保意識和體驗行銷影響購買意願，以台灣電動機車為例,112,碩士,游橙維,https://hdl.handle.net/11296/nk4dqq
固體酸觸媒海藻酸鋁之製備與酯化反應,112,碩士,張承維,https://hdl.handle.net/11296/nq7h3u
基於增強式YOLO之香菸辨識,112,碩士,洪慶哲,https://hdl.handle.net/11296/p9s6z6
高效率充電和啟動機制的室內光電能量收集物聯網電路,112,博士,王忠祥,https://hdl.handle.net/11296/pc66uk
簡易左右肩膀傾斜度量測裝置之設計,112,碩士,廖明德,https://hdl.handle.net/11296/punbac
數位生活下的學習成效：科技困境、自我效能與使用者體驗之綜效研究,112,碩士,劉沛綾,https://hdl.handle.net/11296/q778c6
多孔電紡鉑鎳合金奈米纖維製作與質子交換膜燃料電池電觸媒應用研究,112,碩士,陳庭瑞,https://hdl.handle.net/11296/qu96xu
台灣塑膠產業經營績效評估,112,碩士,裴氏專,https://hdl.handle.net/11296/ra8jk9
自動化交易系統在金融市場之應用― 以Multicharts平台為例,112,碩士,游榮騏,https://hdl.handle.net/11296/rr9ea5
董事會特性與公司ESG 表現及其對公司價值的影響-以台灣上市櫃公司為例,112,碩士,陳俞匡,https://hdl.handle.net/11296/rwss4b
認知年齡對擴增實境接受度的影響—以剝皮寮歷史街區為例,112,碩士,翁宜,https://hdl.handle.net/11296/s268mg
台灣數位原生世代擺盤偏好研究,112,碩士,黃信瑜,https://hdl.handle.net/11296/s3j66h
七連桿七接頭空間機構之平面旋轉運動探討,112,博士,簡維成,https://hdl.handle.net/11296/s495e3
以UTAUT2理論探討音樂串流平台使用者之(再)付費意願,112,碩士,黃嘉音,https://hdl.handle.net/11296/s4q6f6
金色色彩於顯示器之平面與立體形象差異探討,112,碩士,雷詠安,https://hdl.handle.net/11296/s5bepa
以延伸整合型科技接受模型探討吞嚥訓練輔具設計之研究,112,碩士,張皓嵓,https://hdl.handle.net/11296/s85xjm
基於HOMER混合能源發電系統對於用戶側的設計與評估,112,碩士,劉承宇,https://hdl.handle.net/11296/sqhfqb
"工作價值觀,工作滿意,工作投入,與留任意願的關聯研究—以外送平台外送員為例",112,碩士,林程翊,https://hdl.handle.net/11296/sxrca4
員工工作適配、遠距自我決定工作壓力之關聯探討,112,碩士,王聖仁,https://hdl.handle.net/11296/szm86g
產品開發團隊中工程科系人才培育之跨領域設計課程建構研究,112,博士,徐聰,https://hdl.handle.net/11296/t358gp
智慧藥盒的設計與開發,112,碩士,許力升,https://hdl.handle.net/11296/t75vb3
音訊資料庫隱私保護之研究,112,碩士,邵詩元,https://hdl.handle.net/11296/t82t42
"1,3,4-噁二唑為核心的萘環彎曲型分子對於藍相液晶穩定之影響",112,碩士,馮彩鳳,https://hdl.handle.net/11296/t96zb7
產品創意設計的研究：以引斥法教學工作營為例,112,博士,謝宏忞,https://hdl.handle.net/11296/tdtsr2
多管徑爬索橋梁鋼纜檢測設備之結構應力分析,112,碩士,曾裕傑,https://hdl.handle.net/11296/ttcp9t
台灣跟越南的連鎖咖啡豆包裝的視覺設計喜好度研究,112,碩士,阮寶月明,https://hdl.handle.net/11296/u3vtsg
促成共享經濟平台消費者信任對持續使用意願之研究：以Airbnb為例,112,碩士,黃媺心,https://hdl.handle.net/11296/u8r344
應用於802.11ax頻段之 2.4 GHz分數-N型鎖相迴路頻率合成器,112,碩士,林立庭,https://hdl.handle.net/11296/uq2896
AI社交情境線索對互動體驗影響之研究,112,博士,袁悅,https://hdl.handle.net/11296/v2xkj3
影響台灣民眾購買電動汽車之意願研究,112,碩士,黃柏勳,https://hdl.handle.net/11296/vg6s35
錳添加之鐵基奈米線應用於微波吸收的製備與特性研究,112,碩士,張凱甯,https://hdl.handle.net/11296/vkq8b4
運用品質機能展開探討點鈔機機構的專利佈局,112,碩士,謝宗穎,https://hdl.handle.net/11296/vz6k3w
研究國際鐵人三項賽事的設計服務流程–以臺灣墾丁IRONMAN 70.3 為例,112,碩士,傅湘甯,https://hdl.handle.net/11296/wc7qf8
透過低軌道衛星更新電動車軟韌體之安全傳輸機制,112,碩士,林庚頡,https://hdl.handle.net/11296/x65wnt
行駛時間對範疇三運輸排放量之影響,112,碩士,魏杏娟,https://hdl.handle.net/11296/y2fsw7
企業節能減碳的區塊鏈會計處理,112,碩士,陳宜欣,https://hdl.handle.net/11296/y6r45z
眉型與臉型搭配之合適度與接受度，以台灣上班族為例,112,碩士,羅瑢軒,https://hdl.handle.net/11296/y7ha7a
基於物聯網技術與遠端照護的即時預警與照護優化系統,112,碩士,呂沐芯,https://hdl.handle.net/11296/ynnfu7
透過社會資本理論探討虛擬實境對觀賞運動賽事的持續使用意願,112,碩士,徐藝芯,https://hdl.handle.net/11296/ynt7gf
組織犬儒主義對大學行政人員工作成效與離職傾向之影響研究,112,博士,莊基仁,https://hdl.handle.net/11296/24jz8k
服務品質與顧客行為之關係—以知覺價值為調節效果,112,碩士,曾鈺珊,https://hdl.handle.net/11296/24q3am
漸進多焦點鏡片與近用單光鏡片之視覺表現比較與分析,112,碩士,陳詠欣,https://hdl.handle.net/11296/27u26u
社群平台對於班級經營策略成效之研究,112,碩士,廖雪君,https://hdl.handle.net/11296/2mbn73
實施長照2.0後長照基金之收入與支出研究,112,碩士,劉俊翔,https://hdl.handle.net/11296/2q3txr
環狀訓練法對代謝當量及身體組成影響之研究,112,碩士,林侑良,https://hdl.handle.net/11296/2uz7r9
真誠領導對工作敬業的影響：心理授權與關係認同的雙元中介模式,112,碩士,Maseko Mancoba,https://hdl.handle.net/11296/2wtmb8
調節焦點與從軍意願之關係－以國軍形象為調節角色,112,碩士,許欣瑜,https://hdl.handle.net/11296/36xp4x
國家金融發展與創業－經濟政策不確定性之角色,112,碩士,Buyan-Undrakh Chinzorig,https://hdl.handle.net/11296/38m894
中部地區高中、職學生運動涉入程度、流暢體驗與運動自我效能之影響,112,碩士,張軒豪,https://hdl.handle.net/11296/3amd92
遠紅外線機能性發泡材料的低碳製程與產品設計開發,112,碩士,施錦翔,https://hdl.handle.net/11296/3baay4
消防人員情緒管理、運動參與程度與職業倦怠之關係研究,112,碩士,陳樂庭,https://hdl.handle.net/11296/3k79c5
智慧製造在醫用玻璃產業技術升級之建議方案,112,碩士,施小玲,https://hdl.handle.net/11296/3tsg3x
